team_name,shot_distance,shot_attempted_flag,shot_made_flag,accuracy,shot_type
"Memphis Grizzlies",53,1,0,0.00,3s
"Washington Wizards",24,259,108,0.42,3s
"Washington Wizards",26,593,204,0.34,3s
"Washington Wizards",1,505,397,0.79,2s
"Washington Wizards",2,592,431,0.73,2s
"Washington Wizards",25,560,196,0.35,3s
"Washington Wizards",3,465,279,0.60,2s
"Washington Wizards",12,121,58,0.48,2s
"Washington Wizards",0,410,312,0.76,2s
"Washington Wizards",14,133,54,0.41,2s
"Washington Wizards",11,124,57,0.46,2s
"Washington Wizards",27,357,125,0.35,3s
"Washington Wizards",23,346,136,0.39,"2s or3s"
"Washington Wizards",4,303,146,0.48,2s
"Washington Wizards",22,155,53,0.34,"2s or3s"
"Washington Wizards",17,120,55,0.46,2s
"Washington Wizards",13,119,52,0.44,2s
"Washington Wizards",7,181,66,0.36,2s
"Washington Wizards",6,221,92,0.42,2s
"Washington Wizards",28,189,59,0.31,3s
"Washington Wizards",8,152,65,0.43,2s
"Washington Wizards",19,80,33,0.41,2s
"Washington Wizards",15,137,70,0.51,2s
"Washington Wizards",31,11,2,0.18,3s
"Washington Wizards",20,47,17,0.36,2s
"Washington Wizards",21,32,11,0.34,"2s or3s"
"Washington Wizards",5,291,119,0.41,2s
"Washington Wizards",18,101,45,0.45,2s
"Washington Wizards",10,127,59,0.46,2s
"Washington Wizards",16,117,54,0.46,2s
"Washington Wizards",9,126,56,0.44,2s
"Washington Wizards",29,73,28,0.38,3s
"Washington Wizards",30,34,9,0.26,3s
"Washington Wizards",36,5,0,0.00,3s
"Washington Wizards",32,7,2,0.29,3s
"Washington Wizards",51,1,0,0.00,3s
"Washington Wizards",41,3,1,0.33,3s
"Washington Wizards",49,2,0,0.00,3s
"Washington Wizards",35,1,1,1.00,3s
"Washington Wizards",65,1,0,0.00,3s
"Washington Wizards",34,4,1,0.25,3s
"Washington Wizards",38,1,0,0.00,3s
"Washington Wizards",50,1,0,0.00,3s
"Washington Wizards",46,1,0,0.00,3s
"Washington Wizards",33,6,1,0.17,3s
"Washington Wizards",40,1,0,0.00,3s
"Washington Wizards",43,2,1,0.50,3s
"Washington Wizards",54,3,0,0.00,3s
"Washington Wizards",37,1,0,0.00,3s
"Washington Wizards",45,3,0,0.00,3s
"Washington Wizards",53,1,1,1.00,3s
"Washington Wizards",52,1,0,0.00,3s
"Washington Wizards",70,1,0,0.00,3s
"Detroit Pistons",1,539,400,0.74,2s
"Detroit Pistons",2,655,381,0.58,2s
"Detroit Pistons",26,561,192,0.34,3s
"Detroit Pistons",23,481,180,0.37,"2s or3s"
"Detroit Pistons",27,260,85,0.33,3s
"Detroit Pistons",3,417,218,0.52,2s
"Detroit Pistons",4,273,125,0.46,2s
"Detroit Pistons",14,113,48,0.42,2s
"Detroit Pistons",6,223,81,0.36,2s
"Detroit Pistons",25,654,229,0.35,3s
"Detroit Pistons",16,126,56,0.44,2s
"Detroit Pistons",24,354,133,0.38,3s
"Detroit Pistons",8,165,62,0.38,2s
"Detroit Pistons",13,130,61,0.47,2s
"Detroit Pistons",10,138,58,0.42,2s
"Detroit Pistons",5,236,96,0.41,2s
"Detroit Pistons",0,391,288,0.74,2s
"Detroit Pistons",18,96,40,0.42,2s
"Detroit Pistons",17,100,38,0.38,2s
"Detroit Pistons",31,8,4,0.50,3s
"Detroit Pistons",12,153,80,0.52,2s
"Detroit Pistons",22,169,58,0.34,"2s or3s"
"Detroit Pistons",7,165,61,0.37,2s
"Detroit Pistons",11,146,55,0.38,2s
"Detroit Pistons",19,71,32,0.45,2s
"Detroit Pistons",15,118,41,0.35,2s
"Detroit Pistons",30,28,4,0.14,3s
"Detroit Pistons",9,129,52,0.40,2s
"Detroit Pistons",21,39,13,0.33,"2s or3s"
"Detroit Pistons",28,92,34,0.37,3s
"Detroit Pistons",20,43,21,0.49,2s
"Detroit Pistons",32,5,0,0.00,3s
"Detroit Pistons",79,1,0,0.00,3s
"Detroit Pistons",42,2,0,0.00,3s
"Detroit Pistons",57,2,0,0.00,3s
"Detroit Pistons",29,33,16,0.48,3s
"Detroit Pistons",38,2,0,0.00,3s
"Detroit Pistons",33,2,0,0.00,3s
"Detroit Pistons",34,4,2,0.50,3s
"Detroit Pistons",46,1,0,0.00,3s
"Detroit Pistons",56,1,0,0.00,3s
"Detroit Pistons",66,1,0,0.00,3s
"Detroit Pistons",36,1,0,0.00,3s
"Detroit Pistons",68,1,0,0.00,3s
"Detroit Pistons",74,2,0,0.00,3s
"Detroit Pistons",64,1,0,0.00,3s
"Detroit Pistons",40,2,0,0.00,3s
"Detroit Pistons",41,2,0,0.00,3s
"Detroit Pistons",35,1,0,0.00,3s
"Detroit Pistons",70,1,0,0.00,3s
"Detroit Pistons",48,1,0,0.00,3s
"Detroit Pistons",43,1,0,0.00,3s
"Charlotte Hornets",11,119,54,0.45,2s
"Charlotte Hornets",1,831,617,0.74,2s
"Charlotte Hornets",15,76,42,0.55,2s
"Charlotte Hornets",0,668,509,0.76,2s
"Charlotte Hornets",2,626,338,0.54,2s
"Charlotte Hornets",8,148,63,0.43,2s
"Charlotte Hornets",3,357,137,0.38,2s
"Charlotte Hornets",18,76,27,0.36,2s
"Charlotte Hornets",24,277,87,0.31,3s
"Charlotte Hornets",7,200,78,0.39,2s
"Charlotte Hornets",14,80,34,0.43,2s
"Charlotte Hornets",26,578,172,0.30,3s
"Charlotte Hornets",21,34,13,0.38,"2s or3s"
"Charlotte Hornets",25,762,262,0.34,3s
"Charlotte Hornets",4,225,88,0.39,2s
"Charlotte Hornets",23,460,160,0.35,"2s or3s"
"Charlotte Hornets",13,82,38,0.46,2s
"Charlotte Hornets",9,163,63,0.39,2s
"Charlotte Hornets",22,191,72,0.38,"2s or3s"
"Charlotte Hornets",27,184,58,0.32,3s
"Charlotte Hornets",5,232,74,0.32,2s
"Charlotte Hornets",17,86,32,0.37,2s
"Charlotte Hornets",28,99,36,0.36,3s
"Charlotte Hornets",12,112,42,0.38,2s
"Charlotte Hornets",20,47,23,0.49,2s
"Charlotte Hornets",19,59,25,0.42,2s
"Charlotte Hornets",29,48,18,0.38,3s
"Charlotte Hornets",10,172,72,0.42,2s
"Charlotte Hornets",16,105,35,0.33,2s
"Charlotte Hornets",6,221,89,0.40,2s
"Charlotte Hornets",36,1,0,0.00,3s
"Charlotte Hornets",37,3,0,0.00,3s
"Charlotte Hornets",30,37,10,0.27,3s
"Charlotte Hornets",31,29,13,0.45,3s
"Charlotte Hornets",43,1,0,0.00,3s
"Charlotte Hornets",59,2,0,0.00,3s
"Charlotte Hornets",32,9,3,0.33,3s
"Charlotte Hornets",62,1,0,0.00,3s
"Charlotte Hornets",55,1,0,0.00,3s
"Charlotte Hornets",47,3,0,0.00,3s
"Charlotte Hornets",33,3,1,0.33,3s
"Charlotte Hornets",38,1,0,0.00,3s
"Charlotte Hornets",34,1,0,0.00,3s
"Charlotte Hornets",54,1,0,0.00,3s
"Charlotte Hornets",41,1,0,0.00,3s
"Charlotte Hornets",52,1,0,0.00,3s
