team_name,shot_distance,shot_attempted_flag,shot_made_flag,accuracy,shot_type
"New York Knicks",19,49,24,0.49,2s
"New York Knicks",21,23,8,0.35,"2s or3s"
"New York Knicks",20,38,16,0.42,2s
"New York Knicks",15,80,36,0.45,2s
"New York Knicks",27,192,58,0.30,3s
"New York Knicks",37,1,0,0.00,3s
"New York Knicks",17,57,20,0.35,2s
"New York Knicks",32,3,0,0.00,3s
"New York Knicks",29,18,6,0.33,3s
"New York Knicks",38,1,0,0.00,3s
"New York Knicks",42,3,0,0.00,3s
"New York Knicks",53,1,0,0.00,3s
"New York Knicks",30,5,0,0.00,3s
"New York Knicks",40,1,0,0.00,3s
"New York Knicks",58,1,0,0.00,3s
"New York Knicks",61,1,0,0.00,3s
"New York Knicks",39,1,0,0.00,3s
"New York Knicks",31,3,1,0.33,3s
"New York Knicks",55,1,0,0.00,3s
"New York Knicks",59,1,0,0.00,3s
"New York Knicks",47,1,0,0.00,3s
"New York Knicks",33,2,0,0.00,3s
"New York Knicks",41,1,0,0.00,3s
"Orlando Magic",3,449,222,0.49,2s
"Orlando Magic",27,232,71,0.31,3s
"Orlando Magic",1,613,453,0.74,2s
"Orlando Magic",6,183,70,0.38,2s
"Orlando Magic",18,91,44,0.48,2s
"Orlando Magic",23,345,151,0.44,"2s or3s"
"Orlando Magic",26,636,218,0.34,3s
"Orlando Magic",9,121,53,0.44,2s
"Orlando Magic",16,134,55,0.41,2s
"Orlando Magic",25,746,243,0.33,3s
"Orlando Magic",2,633,395,0.62,2s
"Orlando Magic",47,2,0,0.00,3s
"Orlando Magic",0,518,411,0.79,2s
"Orlando Magic",11,122,55,0.45,2s
"Orlando Magic",4,316,148,0.47,2s
"Orlando Magic",21,37,15,0.41,"2s or3s"
"Orlando Magic",30,14,6,0.43,3s
"Orlando Magic",28,84,26,0.31,3s
"Orlando Magic",12,107,46,0.43,2s
"Orlando Magic",10,114,46,0.40,2s
"Orlando Magic",7,159,59,0.37,2s
"Orlando Magic",29,15,4,0.27,3s
"Orlando Magic",19,85,32,0.38,2s
"Orlando Magic",24,297,100,0.34,3s
"Orlando Magic",20,66,27,0.41,2s
"Orlando Magic",13,88,38,0.43,2s
"Orlando Magic",22,168,68,0.40,"2s or3s"
"Orlando Magic",8,129,54,0.42,2s
"Orlando Magic",17,103,33,0.32,2s
"Orlando Magic",15,128,54,0.42,2s
"Orlando Magic",14,108,45,0.42,2s
"Orlando Magic",5,203,79,0.39,2s
"Orlando Magic",33,4,0,0.00,3s
"Orlando Magic",64,1,0,0.00,3s
"Orlando Magic",32,1,0,0.00,3s
"Orlando Magic",34,4,1,0.25,3s
"Orlando Magic",31,5,1,0.20,3s
"Orlando Magic",37,1,0,0.00,3s
"Orlando Magic",39,1,0,0.00,3s
"Orlando Magic",36,1,0,0.00,3s
"Orlando Magic",42,2,0,0.00,3s
"Orlando Magic",77,1,0,0.00,3s
"Orlando Magic",35,1,0,0.00,3s
"Orlando Magic",40,2,0,0.00,3s
"Orlando Magic",46,1,0,0.00,3s
"Orlando Magic",60,1,0,0.00,3s
"Orlando Magic",55,1,0,0.00,3s
"Orlando Magic",57,1,0,0.00,3s
"Indiana Pacers",26,681,250,0.37,3s
"Indiana Pacers",25,813,297,0.37,3s
"Indiana Pacers",23,434,164,0.38,"2s or3s"
"Indiana Pacers",29,60,23,0.38,3s
"Indiana Pacers",27,294,101,0.34,3s
"Indiana Pacers",11,120,53,0.44,2s
"Indiana Pacers",17,60,25,0.42,2s
"Indiana Pacers",13,87,41,0.47,2s
"Indiana Pacers",22,234,87,0.37,"2s or3s"
"Indiana Pacers",12,108,43,0.40,2s
"Indiana Pacers",3,383,166,0.43,2s
"Indiana Pacers",2,761,457,0.60,2s
"Indiana Pacers",4,243,88,0.36,2s
"Indiana Pacers",14,77,31,0.40,2s
"Indiana Pacers",1,739,540,0.73,2s
"Indiana Pacers",9,117,55,0.47,2s
"Indiana Pacers",0,503,363,0.72,2s
"Indiana Pacers",10,135,56,0.41,2s
"Indiana Pacers",16,61,23,0.38,2s
"Indiana Pacers",8,123,61,0.50,2s
"Indiana Pacers",24,346,136,0.39,3s
"Indiana Pacers",7,152,74,0.49,2s
"Indiana Pacers",6,169,68,0.40,2s
"Indiana Pacers",15,65,23,0.35,2s
"Indiana Pacers",5,199,79,0.40,2s
"Indiana Pacers",28,133,46,0.35,3s
"Indiana Pacers",18,49,22,0.45,2s
"Indiana Pacers",30,31,17,0.55,3s
"Indiana Pacers",19,49,19,0.39,2s
"Indiana Pacers",31,14,2,0.14,3s
"Indiana Pacers",38,1,0,0.00,3s
"Indiana Pacers",20,38,15,0.39,2s
"Indiana Pacers",55,2,0,0.00,3s
"Indiana Pacers",33,4,1,0.25,3s
"Indiana Pacers",35,2,1,0.50,3s
"Indiana Pacers",54,2,0,0.00,3s
"Indiana Pacers",21,33,15,0.45,"2s or3s"
"Indiana Pacers",32,2,0,0.00,3s
"Indiana Pacers",46,2,1,0.50,3s
"Indiana Pacers",42,2,0,0.00,3s
"Indiana Pacers",51,1,0,0.00,3s
"Indiana Pacers",34,4,0,0.00,3s
"Indiana Pacers",43,3,0,0.00,3s
"Indiana Pacers",44,1,0,0.00,3s
"Indiana Pacers",49,2,0,0.00,3s
"Indiana Pacers",53,1,0,0.00,3s
"Indiana Pacers",36,1,0,0.00,3s
"Indiana Pacers",52,1,0,0.00,3s
"Indiana Pacers",41,2,0,0.00,3s
"Indiana Pacers",45,1,1,1.00,3s
"Philadelphia 76ers",12,141,63,0.45,2s
"Philadelphia 76ers",14,99,47,0.47,2s
"Philadelphia 76ers",0,557,432,0.78,2s
"Philadelphia 76ers",26,650,271,0.42,3s
"Philadelphia 76ers",3,338,141,0.42,2s
"Philadelphia 76ers",28,115,42,0.37,3s
"Philadelphia 76ers",24,361,122,0.34,3s
"Philadelphia 76ers",4,180,79,0.44,2s
"Philadelphia 76ers",27,344,126,0.37,3s
"Philadelphia 76ers",23,388,172,0.44,"2s or3s"
"Philadelphia 76ers",10,139,66,0.47,2s
"Philadelphia 76ers",7,163,73,0.45,2s
"Philadelphia 76ers",17,97,40,0.41,2s
"Philadelphia 76ers",13,121,56,0.46,2s
"Philadelphia 76ers",19,56,29,0.52,2s
"Philadelphia 76ers",6,181,79,0.44,2s
"Philadelphia 76ers",5,189,69,0.37,2s
"Philadelphia 76ers",1,687,503,0.73,2s
"Philadelphia 76ers",25,553,218,0.39,3s
"Philadelphia 76ers",11,138,57,0.41,2s
"Philadelphia 76ers",20,33,17,0.52,2s
"Philadelphia 76ers",21,29,11,0.38,"2s or3s"
"Philadelphia 76ers",18,62,27,0.44,2s
"Philadelphia 76ers",2,506,288,0.57,2s
"Philadelphia 76ers",9,140,70,0.50,2s
"Philadelphia 76ers",22,185,64,0.35,"2s or3s"
"Philadelphia 76ers",8,123,51,0.41,2s
"Philadelphia 76ers",16,87,49,0.56,2s
"Philadelphia 76ers",15,119,61,0.51,2s
"Philadelphia 76ers",29,43,14,0.33,3s
"Philadelphia 76ers",61,1,0,0.00,3s
"Philadelphia 76ers",31,5,2,0.40,3s
"Philadelphia 76ers",39,1,0,0.00,3s
"Philadelphia 76ers",44,2,0,0.00,3s
"Philadelphia 76ers",33,1,0,0.00,3s
"Philadelphia 76ers",30,15,3,0.20,3s
"Philadelphia 76ers",58,1,0,0.00,3s
"Philadelphia 76ers",40,1,1,1.00,3s
"Philadelphia 76ers",56,3,0,0.00,3s
"Philadelphia 76ers",48,1,0,0.00,3s
"Philadelphia 76ers",38,1,0,0.00,3s
"Philadelphia 76ers",47,1,0,0.00,3s
"Philadelphia 76ers",41,2,0,0.00,3s
"Philadelphia 76ers",46,2,0,0.00,3s
"Philadelphia 76ers",32,3,2,0.67,3s
"Philadelphia 76ers",34,2,1,0.50,3s
"Philadelphia 76ers",36,1,1,1.00,3s
"Philadelphia 76ers",65,1,0,0.00,3s
"Philadelphia 76ers",54,1,0,0.00,3s
"Philadelphia 76ers",50,1,0,0.00,3s
"Phoenix Suns",27,193,67,0.35,3s
"Phoenix Suns",5,224,85,0.38,2s
"Phoenix Suns",26,529,190,0.36,3s
"Phoenix Suns",9,183,85,0.46,2s
"Phoenix Suns",2,433,252,0.58,2s
"Phoenix Suns",13,202,93,0.46,2s
"Phoenix Suns",1,505,362,0.72,2s
"Phoenix Suns",16,188,88,0.47,2s
"Phoenix Suns",25,722,256,0.35,3s
"Phoenix Suns",0,497,376,0.76,2s
"Phoenix Suns",8,196,80,0.41,2s
"Phoenix Suns",17,116,44,0.38,2s
"Phoenix Suns",28,65,22,0.34,3s
"Phoenix Suns",19,72,27,0.38,2s
"Phoenix Suns",12,192,86,0.45,2s
"Phoenix Suns",23,457,198,0.43,"2s or3s"
"Phoenix Suns",3,274,130,0.47,2s
"Phoenix Suns",7,217,110,0.51,2s
"Phoenix Suns",24,362,138,0.38,3s
"Phoenix Suns",10,188,78,0.41,2s
"Phoenix Suns",22,319,125,0.39,"2s or3s"
"Phoenix Suns",11,215,104,0.48,2s
"Phoenix Suns",14,188,83,0.44,2s
"Phoenix Suns",6,198,80,0.40,2s
"Phoenix Suns",15,192,96,0.50,2s
"Phoenix Suns",29,16,6,0.38,3s
"Phoenix Suns",21,28,9,0.32,"2s or3s"
"Phoenix Suns",18,121,58,0.48,2s
"Phoenix Suns",32,3,1,0.33,3s
"Phoenix Suns",20,56,26,0.46,2s
"Phoenix Suns",31,6,1,0.17,3s
"Phoenix Suns",4,198,93,0.47,2s
"Phoenix Suns",30,8,3,0.38,3s
"Phoenix Suns",68,1,0,0.00,3s
"Phoenix Suns",48,1,0,0.00,3s
"Phoenix Suns",70,1,0,0.00,3s
"Phoenix Suns",71,1,0,0.00,3s
"Phoenix Suns",33,1,0,0.00,3s
"Phoenix Suns",35,1,0,0.00,3s
"Phoenix Suns",39,3,0,0.00,3s
"Phoenix Suns",64,1,0,0.00,3s
"Phoenix Suns",38,1,0,0.00,3s
"Phoenix Suns",41,1,0,0.00,3s
"Phoenix Suns",43,1,0,0.00,3s
"Phoenix Suns",51,1,0,0.00,3s
"Phoenix Suns",55,2,0,0.00,3s
"Phoenix Suns",56,2,0,0.00,3s
"Phoenix Suns",36,2,0,0.00,3s
"Phoenix Suns",59,1,0,0.00,3s
"Phoenix Suns",34,2,1,0.50,3s
"Phoenix Suns",67,1,0,0.00,3s
"Phoenix Suns",69,1,0,0.00,3s
"Portland Trail Blazers",14,73,36,0.49,2s
"Portland Trail Blazers",5,178,75,0.42,2s
"Portland Trail Blazers",2,559,295,0.53,2s
"Portland Trail Blazers",23,383,144,0.38,"2s or3s"
"Portland Trail Blazers",0,623,490,0.79,2s
"Portland Trail Blazers",19,63,24,0.38,2s
"Portland Trail Blazers",3,308,149,0.48,2s
"Portland Trail Blazers",1,853,584,0.68,2s
"Portland Trail Blazers",6,125,50,0.40,2s
"Portland Trail Blazers",11,89,36,0.40,2s
"Portland Trail Blazers",25,725,286,0.39,3s
"Portland Trail Blazers",8,110,48,0.44,2s
"Portland Trail Blazers",7,129,52,0.40,2s
"Portland Trail Blazers",20,85,27,0.32,2s
"Portland Trail Blazers",21,49,16,0.33,"2s or3s"
"Portland Trail Blazers",4,199,87,0.44,2s
"Portland Trail Blazers",26,604,211,0.35,3s
"Portland Trail Blazers",28,158,58,0.37,3s
"Portland Trail Blazers",12,89,42,0.47,2s
"Portland Trail Blazers",24,311,119,0.38,3s
"Portland Trail Blazers",10,90,41,0.46,2s
"Portland Trail Blazers",17,74,33,0.45,2s
"Portland Trail Blazers",27,286,98,0.34,3s
"Portland Trail Blazers",13,70,26,0.37,2s
"Portland Trail Blazers",22,198,66,0.33,"2s or3s"
"Portland Trail Blazers",30,47,18,0.38,3s
"Portland Trail Blazers",29,99,34,0.34,3s
"Portland Trail Blazers",16,72,31,0.43,2s
"Portland Trail Blazers",34,8,2,0.25,3s
"Portland Trail Blazers",9,102,39,0.38,2s
"Portland Trail Blazers",15,72,32,0.44,2s
"Portland Trail Blazers",31,33,9,0.27,3s
"Portland Trail Blazers",18,71,38,0.54,2s
"Portland Trail Blazers",32,31,14,0.45,3s
"Portland Trail Blazers",54,1,0,0.00,3s
"Portland Trail Blazers",35,4,1,0.25,3s
"Portland Trail Blazers",47,1,0,0.00,3s
"Portland Trail Blazers",37,5,1,0.20,3s
"Portland Trail Blazers",38,1,0,0.00,3s
"Portland Trail Blazers",33,10,2,0.20,3s
"Portland Trail Blazers",58,2,0,0.00,3s
"Portland Trail Blazers",40,3,1,0.33,3s
"Portland Trail Blazers",52,2,0,0.00,3s
"Portland Trail Blazers",36,1,1,1.00,3s
"Portland Trail Blazers",39,1,0,0.00,3s
"Portland Trail Blazers",41,1,1,1.00,3s
"Portland Trail Blazers",44,1,0,0.00,3s
"Portland Trail Blazers",69,1,0,0.00,3s
"Portland Trail Blazers",48,1,0,0.00,3s
"Sacramento Kings",24,456,166,0.36,3s
"Sacramento Kings",25,1087,398,0.37,3s
"Sacramento Kings",1,675,533,0.79,2s
"Sacramento Kings",23,457,180,0.39,"2s or3s"
"Sacramento Kings",8,141,75,0.53,2s
"Sacramento Kings",12,111,47,0.42,2s
"Sacramento Kings",5,193,77,0.40,2s
"Sacramento Kings",3,414,206,0.50,2s
"Sacramento Kings",4,261,129,0.49,2s
"Sacramento Kings",2,714,483,0.68,2s
"Sacramento Kings",26,541,192,0.35,3s
"Sacramento Kings",14,71,31,0.44,2s
"Sacramento Kings",22,213,86,0.40,"2s or3s"
"Sacramento Kings",10,128,58,0.45,2s
"Sacramento Kings",15,90,37,0.41,2s
"Sacramento Kings",9,129,71,0.55,2s
"Sacramento Kings",27,180,61,0.34,3s
"Sacramento Kings",19,57,29,0.51,2s
"Sacramento Kings",0,381,295,0.77,2s
"Sacramento Kings",6,180,88,0.49,2s
"Sacramento Kings",57,1,0,0.00,3s
"Sacramento Kings",17,79,38,0.48,2s
"Sacramento Kings",16,74,36,0.49,2s
"Sacramento Kings",11,105,49,0.47,2s
"Sacramento Kings",18,67,27,0.40,2s
"Sacramento Kings",13,73,31,0.42,2s
"Sacramento Kings",7,144,73,0.51,2s
"Sacramento Kings",28,81,27,0.33,3s
"Sacramento Kings",29,23,11,0.48,3s
"Sacramento Kings",21,24,13,0.54,"2s or3s"
"Sacramento Kings",20,42,16,0.38,2s
"Sacramento Kings",30,14,6,0.43,3s
"Sacramento Kings",40,2,0,0.00,3s
"Sacramento Kings",31,7,3,0.43,3s
"Sacramento Kings",33,1,0,0.00,3s
"Sacramento Kings",70,1,0,0.00,3s
"Sacramento Kings",38,1,0,0.00,3s
"Sacramento Kings",51,1,0,0.00,3s
"Sacramento Kings",32,4,1,0.25,3s
"Sacramento Kings",60,1,0,0.00,3s
"Sacramento Kings",44,1,0,0.00,3s
"Sacramento Kings",42,1,0,0.00,3s
"Sacramento Kings",58,1,0,0.00,3s
"Sacramento Kings",34,2,0,0.00,3s
"Sacramento Kings",50,1,0,0.00,3s
"Sacramento Kings",56,1,0,0.00,3s
"Sacramento Kings",65,1,0,0.00,3s
"San Antonio Spurs",8,187,81,0.43,2s
"San Antonio Spurs",10,165,73,0.44,2s
"San Antonio Spurs",1,719,510,0.71,2s
"San Antonio Spurs",26,572,189,0.33,3s
"San Antonio Spurs",6,217,92,0.42,2s
"San Antonio Spurs",3,422,208,0.49,2s
"San Antonio Spurs",0,607,452,0.74,2s
"San Antonio Spurs",25,830,292,0.35,3s
"San Antonio Spurs",12,150,62,0.41,2s
"San Antonio Spurs",5,252,100,0.40,2s
"San Antonio Spurs",22,197,67,0.34,"2s or3s"
"San Antonio Spurs",24,409,146,0.36,3s
"San Antonio Spurs",15,101,40,0.40,2s
"San Antonio Spurs",13,152,65,0.43,2s
"San Antonio Spurs",27,208,71,0.34,3s
"San Antonio Spurs",23,319,124,0.39,"2s or3s"
"San Antonio Spurs",9,169,83,0.49,2s
"San Antonio Spurs",11,165,68,0.41,2s
"San Antonio Spurs",2,634,369,0.58,2s
"San Antonio Spurs",14,120,43,0.36,2s
"San Antonio Spurs",4,291,125,0.43,2s
"San Antonio Spurs",16,99,42,0.42,2s
"San Antonio Spurs",28,69,23,0.33,3s
"San Antonio Spurs",7,205,81,0.40,2s
"San Antonio Spurs",33,3,1,0.33,3s
"San Antonio Spurs",17,89,39,0.44,2s
"San Antonio Spurs",30,13,3,0.23,3s
"San Antonio Spurs",18,74,36,0.49,2s
"San Antonio Spurs",38,1,0,0.00,3s
"San Antonio Spurs",40,1,0,0.00,3s
"San Antonio Spurs",21,15,9,0.60,"2s or3s"
"San Antonio Spurs",20,37,13,0.35,2s
"San Antonio Spurs",19,56,18,0.32,2s
"San Antonio Spurs",42,1,0,0.00,3s
"San Antonio Spurs",52,1,0,0.00,3s
"San Antonio Spurs",45,3,0,0.00,3s
"San Antonio Spurs",29,14,5,0.36,3s
"San Antonio Spurs",66,1,0,0.00,3s
"San Antonio Spurs",36,3,0,0.00,3s
"San Antonio Spurs",31,3,1,0.33,3s
"San Antonio Spurs",61,2,0,0.00,3s
"San Antonio Spurs",39,2,0,0.00,3s
"San Antonio Spurs",34,2,1,0.50,3s
"San Antonio Spurs",43,1,0,0.00,3s
"San Antonio Spurs",37,1,0,0.00,3s
"San Antonio Spurs",58,2,0,0.00,3s
"San Antonio Spurs",54,1,0,0.00,3s
"San Antonio Spurs",68,2,0,0.00,3s
"San Antonio Spurs",65,1,0,0.00,3s
"San Antonio Spurs",49,1,0,0.00,3s
"San Antonio Spurs",70,1,0,0.00,3s
"San Antonio Spurs",63,1,0,0.00,3s
"San Antonio Spurs",50,1,0,0.00,3s
"San Antonio Spurs",32,1,1,1.00,3s
"Oklahoma City Thunder",14,111,54,0.49,2s
"Oklahoma City Thunder",24,407,146,0.36,3s
"Oklahoma City Thunder",25,809,298,0.37,3s
"Oklahoma City Thunder",2,718,412,0.57,2s
"Oklahoma City Thunder",0,572,392,0.69,2s
"Oklahoma City Thunder",6,213,97,0.46,2s
"Oklahoma City Thunder",7,185,85,0.46,2s
"Oklahoma City Thunder",26,600,205,0.34,3s
"Oklahoma City Thunder",22,208,78,0.38,"2s or3s"
"Oklahoma City Thunder",19,58,27,0.47,2s
"Oklahoma City Thunder",1,815,580,0.71,2s
"Oklahoma City Thunder",3,438,205,0.47,2s
"Oklahoma City Thunder",11,137,66,0.48,2s
"Oklahoma City Thunder",15,105,38,0.36,2s
"Oklahoma City Thunder",23,339,140,0.41,"2s or3s"
"Oklahoma City Thunder",10,136,64,0.47,2s
"Oklahoma City Thunder",17,59,31,0.53,2s
"Oklahoma City Thunder",44,1,0,0.00,3s
"Oklahoma City Thunder",16,66,25,0.38,2s
"Oklahoma City Thunder",12,109,45,0.41,2s
"Oklahoma City Thunder",9,110,47,0.43,2s
"Oklahoma City Thunder",8,157,60,0.38,2s
"Oklahoma City Thunder",21,27,10,0.37,"2s or3s"
"Oklahoma City Thunder",4,277,100,0.36,2s
"Oklahoma City Thunder",18,50,18,0.36,2s
"Oklahoma City Thunder",5,256,81,0.32,2s
"Oklahoma City Thunder",27,264,86,0.33,3s
"Oklahoma City Thunder",13,131,72,0.55,2s
"Oklahoma City Thunder",70,1,0,0.00,3s
"Oklahoma City Thunder",28,101,24,0.24,3s
"Oklahoma City Thunder",20,47,22,0.47,2s
"Oklahoma City Thunder",30,12,7,0.58,3s
"Oklahoma City Thunder",29,44,14,0.32,3s
"Oklahoma City Thunder",33,1,0,0.00,3s
"Oklahoma City Thunder",48,3,0,0.00,3s
"Oklahoma City Thunder",32,4,2,0.50,3s
"Oklahoma City Thunder",47,2,0,0.00,3s
"Oklahoma City Thunder",36,1,0,0.00,3s
"Oklahoma City Thunder",31,7,2,0.29,3s
"Oklahoma City Thunder",34,2,0,0.00,3s
"Oklahoma City Thunder",52,1,0,0.00,3s
"Oklahoma City Thunder",58,1,0,0.00,3s
"Oklahoma City Thunder",54,1,0,0.00,3s
"Oklahoma City Thunder",45,1,0,0.00,3s
"Oklahoma City Thunder",65,1,0,0.00,3s
"Oklahoma City Thunder",53,1,0,0.00,3s
"Oklahoma City Thunder",35,1,0,0.00,3s
"Toronto Raptors",26,552,187,0.34,3s
"Toronto Raptors",7,205,85,0.41,2s
"Toronto Raptors",18,115,36,0.31,2s
"Toronto Raptors",10,129,43,0.33,2s
"Toronto Raptors",27,224,70,0.31,3s
"Toronto Raptors",20,103,36,0.35,2s
"Toronto Raptors",13,121,53,0.44,2s
"Toronto Raptors",25,720,245,0.34,3s
"Toronto Raptors",2,533,319,0.60,2s
"Toronto Raptors",0,662,492,0.74,2s
"Toronto Raptors",17,134,54,0.40,2s
"Toronto Raptors",23,471,170,0.36,"2s or3s"
"Toronto Raptors",11,140,64,0.46,2s
"Toronto Raptors",31,11,2,0.18,3s
"Toronto Raptors",1,632,464,0.73,2s
"Toronto Raptors",3,371,180,0.49,2s
"Toronto Raptors",5,259,114,0.44,2s
"Toronto Raptors",24,278,112,0.40,3s
"Toronto Raptors",4,264,120,0.45,2s
"Toronto Raptors",12,132,49,0.37,2s
"Toronto Raptors",21,53,19,0.36,"2s or3s"
"Toronto Raptors",28,96,24,0.25,3s
"Toronto Raptors",6,246,104,0.42,2s
"Toronto Raptors",8,168,74,0.44,2s
"Toronto Raptors",9,164,65,0.40,2s
"Toronto Raptors",15,102,44,0.43,2s
"Toronto Raptors",16,108,48,0.44,2s
"Toronto Raptors",19,98,39,0.40,2s
"Toronto Raptors",14,96,39,0.41,2s
"Toronto Raptors",22,191,62,0.32,"2s or3s"
"Toronto Raptors",32,3,1,0.33,3s
"Toronto Raptors",45,1,0,0.00,3s
"Toronto Raptors",57,1,0,0.00,3s
"Toronto Raptors",29,43,12,0.28,3s
"Toronto Raptors",53,1,0,0.00,3s
"Toronto Raptors",55,2,0,0.00,3s
"Toronto Raptors",30,21,5,0.24,3s
"Toronto Raptors",61,1,0,0.00,3s
"Toronto Raptors",34,6,1,0.17,3s
"Toronto Raptors",37,2,0,0.00,3s
"Toronto Raptors",50,3,0,0.00,3s
"Toronto Raptors",38,2,0,0.00,3s
"Toronto Raptors",43,1,0,0.00,3s
"Toronto Raptors",48,1,0,0.00,3s
"Toronto Raptors",36,3,0,0.00,3s
"Toronto Raptors",54,2,0,0.00,3s
"Toronto Raptors",76,1,0,0.00,3s
"Toronto Raptors",39,2,0,0.00,3s
"Toronto Raptors",35,2,1,0.50,3s
"Toronto Raptors",40,1,0,0.00,3s
"Toronto Raptors",51,2,0,0.00,3s
"Toronto Raptors",49,1,0,0.00,3s
"Toronto Raptors",56,3,0,0.00,3s
"Toronto Raptors",33,2,1,0.50,3s
"Toronto Raptors",44,1,0,0.00,3s
"Toronto Raptors",66,1,0,0.00,3s
"Toronto Raptors",69,1,0,0.00,3s
"Toronto Raptors",46,1,0,0.00,3s
"Utah Jazz",27,280,84,0.30,3s
"Utah Jazz",19,37,15,0.41,2s
"Utah Jazz",4,341,175,0.51,2s
"Utah Jazz",22,243,116,0.48,"2s or3s"
"Utah Jazz",9,143,54,0.38,2s
"Utah Jazz",24,510,170,0.33,3s
"Utah Jazz",25,904,308,0.34,3s
"Utah Jazz",23,412,163,0.40,"2s or3s"
"Utah Jazz",10,134,58,0.43,2s
"Utah Jazz",3,549,317,0.58,2s
"Utah Jazz",0,428,311,0.73,2s
"Utah Jazz",2,624,424,0.68,2s
"Utah Jazz",1,447,325,0.73,2s
"Utah Jazz",6,267,115,0.43,2s
"Utah Jazz",29,37,5,0.14,3s
"Utah Jazz",18,32,15,0.47,2s
"Utah Jazz",26,586,222,0.38,3s
"Utah Jazz",21,41,18,0.44,"2s or3s"
"Utah Jazz",5,283,144,0.51,2s
"Utah Jazz",12,96,39,0.41,2s
"Utah Jazz",11,120,58,0.48,2s
"Utah Jazz",8,165,75,0.45,2s
"Utah Jazz",14,63,28,0.44,2s
"Utah Jazz",7,209,95,0.45,2s
"Utah Jazz",20,29,13,0.45,2s
"Utah Jazz",16,47,19,0.40,2s
"Utah Jazz",17,47,22,0.47,2s
"Utah Jazz",13,77,31,0.40,2s
"Utah Jazz",28,92,26,0.28,3s
"Utah Jazz",30,26,5,0.19,3s
"Utah Jazz",15,62,29,0.47,2s
"Utah Jazz",35,1,0,0.00,3s
"Utah Jazz",31,8,4,0.50,3s
"Utah Jazz",32,4,1,0.25,3s
"Utah Jazz",39,1,0,0.00,3s
"Utah Jazz",52,1,0,0.00,3s
"Utah Jazz",44,1,0,0.00,3s
"Utah Jazz",47,2,0,0.00,3s
"Utah Jazz",64,1,0,0.00,3s
"Utah Jazz",56,1,0,0.00,3s
"Utah Jazz",43,3,1,0.33,3s
"Utah Jazz",55,1,0,0.00,3s
"Utah Jazz",57,1,0,0.00,3s
"Utah Jazz",50,1,0,0.00,3s
"Utah Jazz",62,1,0,0.00,3s
"Utah Jazz",80,1,0,0.00,3s
"Utah Jazz",37,1,0,0.00,3s
"Utah Jazz",51,1,0,0.00,3s
"Utah Jazz",48,1,0,0.00,3s
"Utah Jazz",41,1,0,0.00,3s
"Utah Jazz",42,1,0,0.00,3s
"Utah Jazz",45,1,0,0.00,3s
"Memphis Grizzlies",1,748,521,0.70,2s
"Memphis Grizzlies",25,931,321,0.34,3s
"Memphis Grizzlies",11,185,81,0.44,2s
"Memphis Grizzlies",24,448,172,0.38,3s
"Memphis Grizzlies",23,411,160,0.39,"2s or3s"
"Memphis Grizzlies",22,254,92,0.36,"2s or3s"
"Memphis Grizzlies",2,598,353,0.59,2s
"Memphis Grizzlies",4,270,137,0.51,2s
"Memphis Grizzlies",12,153,67,0.44,2s
"Memphis Grizzlies",0,721,548,0.76,2s
"Memphis Grizzlies",10,184,90,0.49,2s
"Memphis Grizzlies",6,223,100,0.45,2s
"Memphis Grizzlies",16,50,22,0.44,2s
"Memphis Grizzlies",7,223,91,0.41,2s
"Memphis Grizzlies",9,184,79,0.43,2s
"Memphis Grizzlies",13,97,49,0.51,2s
"Memphis Grizzlies",5,246,112,0.46,2s
"Memphis Grizzlies",26,471,167,0.35,3s
"Memphis Grizzlies",8,169,71,0.42,2s
"Memphis Grizzlies",3,362,157,0.43,2s
"Memphis Grizzlies",27,167,52,0.31,3s
"Memphis Grizzlies",28,63,17,0.27,3s
"Memphis Grizzlies",15,61,25,0.41,2s
"Memphis Grizzlies",29,23,4,0.17,3s
"Memphis Grizzlies",35,3,1,0.33,3s
"Memphis Grizzlies",20,34,14,0.41,2s
"Memphis Grizzlies",14,75,26,0.35,2s
"Memphis Grizzlies",36,3,2,0.67,3s
"Memphis Grizzlies",30,17,2,0.12,3s
"Memphis Grizzlies",18,35,11,0.31,2s
"Memphis Grizzlies",17,50,17,0.34,2s
"Memphis Grizzlies",32,6,2,0.33,3s
"Memphis Grizzlies",47,1,0,0.00,3s
"Memphis Grizzlies",19,36,9,0.25,2s
"Memphis Grizzlies",21,18,9,0.50,"2s or3s"
"Memphis Grizzlies",33,2,0,0.00,3s
"Memphis Grizzlies",43,4,1,0.25,3s
"Memphis Grizzlies",31,5,1,0.20,3s
"Memphis Grizzlies",34,3,1,0.33,3s
"Memphis Grizzlies",46,1,0,0.00,3s
"Memphis Grizzlies",38,1,0,0.00,3s
"Memphis Grizzlies",40,2,0,0.00,3s
"Memphis Grizzlies",55,1,0,0.00,3s
"Memphis Grizzlies",54,1,0,0.00,3s
"Memphis Grizzlies",48,1,0,0.00,3s
"Memphis Grizzlies",41,1,0,0.00,3s
"Memphis Grizzlies",58,1,0,0.00,3s
"Memphis Grizzlies",79,1,1,1.00,3s
"Memphis Grizzlies",78,1,0,0.00,3s
"Memphis Grizzlies",63,1,0,0.00,3s
"Memphis Grizzlies",44,1,0,0.00,3s
"Memphis Grizzlies",64,1,0,0.00,3s
"Memphis Grizzlies",37,1,0,0.00,3s
"Memphis Grizzlies",45,1,0,0.00,3s
