player_name,team_name,shot_distance,shot_attempted_flag,shot_made_flag,accuracy,shot_type,league_average
Kevin Huerter,Sacramento Kings,3,24,12,0.5,2s,0.51
Keegan Murray,Sacramento Kings,3,28,12,0.43,2s,0.51
Trey Lyles,Sacramento Kings,3,17,7,0.41,2s,0.51
Alex Len,Sacramento Kings,3,1,0,0,2s,0.51
Malik Monk,Sacramento Kings,3,46,18,0.39,2s,0.51
Chimezie Metu,Sacramento Kings,3,20,10,0.5,2s,0.51
Neemias Queta,Sacramento Kings,3,4,3,0.75,2s,0.51
Matthew Dellavedova,Sacramento Kings,3,1,0,0,2s,0.51
PJ Dozier,Sacramento Kings,3,1,0,0,2s,0.51
Kessler Edwards,Sacramento Kings,3,1,0,0,2s,0.51
Keldon Johnson,San Antonio Spurs,3,80,40,0.5,2s,0.51
Devin Vassell,San Antonio Spurs,3,12,5,0.42,2s,0.51
Joshua Primo,San Antonio Spurs,3,3,1,0.33,2s,0.51
Zach Collins,San Antonio Spurs,3,36,22,0.61,2s,0.51
Josh Richardson,San Antonio Spurs,3,6,3,0.5,2s,0.51
Tre Jones,San Antonio Spurs,3,46,18,0.39,2s,0.51
Isaiah Roby,San Antonio Spurs,3,10,5,0.5,2s,0.51
Jeremy Sochan,San Antonio Spurs,3,36,14,0.39,2s,0.51
Doug McDermott,San Antonio Spurs,3,19,7,0.37,2s,0.51
Keita Bates-Diop,San Antonio Spurs,3,35,22,0.63,2s,0.51
Romeo Langford,San Antonio Spurs,3,18,11,0.61,2s,0.51
Jakob Poeltl,San Antonio Spurs,3,18,13,0.72,2s,0.51
Gorgui Dieng,San Antonio Spurs,3,6,2,0.33,2s,0.51
Charles Bassey,San Antonio Spurs,3,10,5,0.5,2s,0.51
Dominick Barlow,San Antonio Spurs,3,10,4,0.4,2s,0.51
Malaki Branham,San Antonio Spurs,3,32,20,0.63,2s,0.51
Stanley Johnson,San Antonio Spurs,3,9,7,0.78,2s,0.51
Blake Wesley,San Antonio Spurs,3,17,2,0.12,2s,0.51
Devonte' Graham,San Antonio Spurs,3,4,0,0,2s,0.51
Sandro Mamukelashvili,San Antonio Spurs,3,9,5,0.56,2s,0.51
Julian Champagnie,San Antonio Spurs,3,6,2,0.33,2s,0.51
Darius Bazley,Oklahoma City Thunder,3,11,3,0.27,2s,0.51
Eugene Omoruyi,Oklahoma City Thunder,3,7,3,0.43,2s,0.51
Aleksej Pokusevski,Oklahoma City Thunder,3,14,6,0.43,2s,0.51
Josh Giddey,Oklahoma City Thunder,3,83,46,0.55,2s,0.51
Shai Gilgeous-Alexander,Oklahoma City Thunder,3,103,50,0.49,2s,0.51
Tre Mann,Oklahoma City Thunder,3,24,11,0.46,2s,0.51
Aaron Wiggins,Oklahoma City Thunder,3,29,14,0.48,2s,0.51
Kenrich Williams,Oklahoma City Thunder,3,21,11,0.52,2s,0.51
Luguentz Dort,Oklahoma City Thunder,3,51,17,0.33,2s,0.51
Ousmane Dieng,Oklahoma City Thunder,3,11,7,0.64,2s,0.51
Jalen Williams,Oklahoma City Thunder,3,48,27,0.56,2s,0.51
Mike Muscala,Oklahoma City Thunder,3,2,1,0.5,2s,0.51
Jeremiah Robinson-Earl,Oklahoma City Thunder,3,17,4,0.24,2s,0.51
Isaiah Joe,Oklahoma City Thunder,3,4,2,0.5,2s,0.51
Jaylin Williams,Oklahoma City Thunder,3,6,0,0,2s,0.51
Dario Saric,Oklahoma City Thunder,3,4,2,0.5,2s,0.51
Jared Butler,Oklahoma City Thunder,3,2,1,0.5,2s,0.51
Olivier Sarr,Oklahoma City Thunder,3,1,0,0,2s,0.51
Scottie Barnes,Toronto Raptors,3,64,32,0.5,2s,0.51
Pascal Siakam,Toronto Raptors,3,75,44,0.59,2s,0.51
Fred VanVleet,Toronto Raptors,3,47,20,0.43,2s,0.51
Thaddeus Young,Toronto Raptors,3,13,4,0.31,2s,0.51
Precious Achiuwa,Toronto Raptors,3,24,14,0.58,2s,0.51
O.G. Anunoby,Toronto Raptors,3,39,13,0.33,2s,0.51
Chris Boucher,Toronto Raptors,3,24,13,0.54,2s,0.51
Christian Koloko,Toronto Raptors,3,12,4,0.33,2s,0.51
Gary Trent Jr.,Toronto Raptors,3,24,9,0.38,2s,0.51
Dalano Banton,Toronto Raptors,3,5,3,0.6,2s,0.51
Malachi Flynn,Toronto Raptors,3,12,5,0.42,2s,0.51
Otto Porter Jr.,Toronto Raptors,3,1,1,1,2s,0.51
Juancho Hernangomez,Toronto Raptors,3,6,4,0.67,2s,0.51
Khem Birch,Toronto Raptors,3,3,2,0.67,2s,0.51
Jeff Dowtin Jr.,Toronto Raptors,3,3,1,0.33,2s,0.51
Jakob Poeltl,Toronto Raptors,3,15,9,0.6,2s,0.51
Will Barton,Toronto Raptors,3,3,1,0.33,2s,0.51
Ron Harper Jr.,Toronto Raptors,3,1,1,1,2s,0.51
Jordan Clarkson,Utah Jazz,3,59,32,0.54,2s,0.51
Collin Sexton,Utah Jazz,3,49,26,0.53,2s,0.51
Talen Horton-Tucker,Utah Jazz,3,60,26,0.43,2s,0.51
Mike Conley,Utah Jazz,3,16,9,0.56,2s,0.51
Kelly Olynyk,Utah Jazz,3,38,27,0.71,2s,0.51
Jarred Vanderbilt,Utah Jazz,3,34,18,0.53,2s,0.51
Lauri Markkanen,Utah Jazz,3,85,55,0.65,2s,0.51
Malik Beasley,Utah Jazz,3,17,12,0.71,2s,0.51
Rudy Gay,Utah Jazz,3,12,6,0.5,2s,0.51
Ochai Agbaji,Utah Jazz,3,25,12,0.48,2s,0.51
Udoka Azubuike,Utah Jazz,3,11,9,0.82,2s,0.51
Leandro Bolmaro,Utah Jazz,3,1,0,0,2s,0.51
Nickeil Alexander-Walker,Utah Jazz,3,14,10,0.71,2s,0.51
Walker Kessler,Utah Jazz,3,72,42,0.58,2s,0.51
Simone Fontecchio,Utah Jazz,3,15,7,0.47,2s,0.51
Kris Dunn,Utah Jazz,3,23,11,0.48,2s,0.51
Juan Toscano-Anderson,Utah Jazz,3,7,4,0.57,2s,0.51
Damian Jones,Utah Jazz,3,4,4,1,2s,0.51
Micah Potter,Utah Jazz,3,1,1,1,2s,0.51
Johnny Juzang,Utah Jazz,3,1,1,1,2s,0.51
Jarrell Brantley,Utah Jazz,3,1,1,1,2s,0.51
Luka Samanic,Utah Jazz,3,4,4,1,2s,0.51
David Roddy,Memphis Grizzlies,3,20,8,0.4,2s,0.51
Desmond Bane,Memphis Grizzlies,3,41,19,0.46,2s,0.51
Ja Morant,Memphis Grizzlies,3,87,41,0.47,2s,0.51
John Konchar,Memphis Grizzlies,3,12,4,0.33,2s,0.51
Jake LaRavia,Memphis Grizzlies,3,3,1,0.33,2s,0.51
Steven Adams,Memphis Grizzlies,3,20,10,0.5,2s,0.51
Dillon Brooks,Memphis Grizzlies,3,39,14,0.36,2s,0.51
Tyus Jones,Memphis Grizzlies,3,13,3,0.23,2s,0.51
Santi Aldama,Memphis Grizzlies,3,18,7,0.39,2s,0.51
Brandon Clarke,Memphis Grizzlies,3,19,12,0.63,2s,0.51
Xavier Tillman,Memphis Grizzlies,3,14,4,0.29,2s,0.51
Jaren Jackson Jr.,Memphis Grizzlies,3,57,29,0.51,2s,0.51
Vince Williams Jr.,Memphis Grizzlies,3,2,1,0.5,2s,0.51
Kenneth Lofton Jr.,Memphis Grizzlies,3,4,2,0.5,2s,0.51
Ziaire Williams,Memphis Grizzlies,3,7,2,0.29,2s,0.51
Kennedy Chandler,Memphis Grizzlies,3,5,0,0,2s,0.51
Luke Kennard,Memphis Grizzlies,3,1,0,0,2s,0.51
Kyle Kuzma,Washington Wizards,3,70,43,0.61,2s,0.51
Delon Wright,Washington Wizards,3,20,10,0.5,2s,0.51
Will Barton,Washington Wizards,3,16,6,0.38,2s,0.51
Bradley Beal,Washington Wizards,3,69,39,0.57,2s,0.51
Rui Hachimura,Washington Wizards,3,23,13,0.57,2s,0.51
Anthony Gill,Washington Wizards,3,21,17,0.81,2s,0.51
Daniel Gafford,Washington Wizards,3,41,27,0.66,2s,0.51
Kristaps Porzingis,Washington Wizards,3,47,32,0.68,2s,0.51
Monte Morris,Washington Wizards,3,23,15,0.65,2s,0.51
Deni Avdija,Washington Wizards,3,52,28,0.54,2s,0.51
Taj Gibson,Washington Wizards,3,10,5,0.5,2s,0.51
Jordan Goodwin,Washington Wizards,3,19,11,0.58,2s,0.51
Corey Kispert,Washington Wizards,3,24,15,0.63,2s,0.51
Johnny Davis,Washington Wizards,3,11,7,0.64,2s,0.51
Kendrick Nunn,Washington Wizards,3,9,5,0.56,2s,0.51
Vernon Carey Jr.,Washington Wizards,3,1,0,0,2s,0.51
Xavier Cooks,Washington Wizards,3,5,4,0.8,2s,0.51
Jay Huff,Washington Wizards,3,2,1,0.5,2s,0.51
Quenton Jackson,Washington Wizards,3,2,1,0.5,2s,0.51
Jalen Duren,Detroit Pistons,3,55,34,0.62,2s,0.51
Kevin Knox II,Detroit Pistons,3,8,6,0.75,2s,0.51
Killian Hayes,Detroit Pistons,3,23,11,0.48,2s,0.51
Cade Cunningham,Detroit Pistons,3,11,5,0.45,2s,0.51
Jaden Ivey,Detroit Pistons,3,64,25,0.39,2s,0.51
Isaiah Stewart,Detroit Pistons,3,29,15,0.52,2s,0.51
Isaiah Livers,Detroit Pistons,3,7,5,0.71,2s,0.51
Saddiq Bey,Detroit Pistons,3,45,21,0.47,2s,0.51
Cory Joseph,Detroit Pistons,3,18,9,0.5,2s,0.51
Hamidou Diallo,Detroit Pistons,3,35,21,0.6,2s,0.51
Bojan Bogdanovic,Detroit Pistons,3,37,21,0.57,2s,0.51
Marvin Bagley III,Detroit Pistons,3,26,14,0.54,2s,0.51
Alec Burks,Detroit Pistons,3,6,2,0.33,2s,0.51
Nerlens Noel,Detroit Pistons,3,1,1,1,2s,0.51
James Wiseman,Detroit Pistons,3,30,19,0.63,2s,0.51
Eugene Omoruyi,Detroit Pistons,3,9,3,0.33,2s,0.51
R.J. Hampton,Detroit Pistons,3,8,4,0.5,2s,0.51
Rodney McGruder,Detroit Pistons,3,4,1,0.25,2s,0.51
Jared Rhoden,Detroit Pistons,3,1,1,1,2s,0.51
Terry Rozier,Charlotte Hornets,3,61,24,0.39,2s,0.51
Jalen McDaniels,Charlotte Hornets,3,30,11,0.37,2s,0.51
Mason Plumlee,Charlotte Hornets,3,40,18,0.45,2s,0.51
Kelly Oubre Jr.,Charlotte Hornets,3,43,16,0.37,2s,0.51
P.J. Washington,Charlotte Hornets,3,38,20,0.53,2s,0.51
James Bouknight,Charlotte Hornets,3,8,3,0.38,2s,0.51
Dennis Smith Jr.,Charlotte Hornets,3,22,9,0.41,2s,0.51
Gordon Hayward,Charlotte Hornets,3,8,2,0.25,2s,0.51
Bryce McGowens,Charlotte Hornets,3,9,2,0.22,2s,0.51
Mark Williams,Charlotte Hornets,3,18,5,0.28,2s,0.51
Theo Maledon,Charlotte Hornets,3,11,5,0.45,2s,0.51
Nick Richards,Charlotte Hornets,3,23,8,0.35,2s,0.51
JT Thor,Charlotte Hornets,3,9,3,0.33,2s,0.51
LaMelo Ball,Charlotte Hornets,3,27,8,0.3,2s,0.51
Kai Jones,Charlotte Hornets,3,6,2,0.33,2s,0.51
Cody Martin,Charlotte Hornets,3,1,0,0,2s,0.51
Svi Mykhailiuk,Charlotte Hornets,3,3,1,0.33,2s,0.51
De'Andre Hunter,Atlanta Hawks,4,22,11,0.5,2s,0.45
Trae Young,Atlanta Hawks,4,60,21,0.35,2s,0.45
Onyeka Okongwu,Atlanta Hawks,4,31,12,0.39,2s,0.45
John Collins,Atlanta Hawks,4,22,13,0.59,2s,0.45
Clint Capela,Atlanta Hawks,4,25,7,0.28,2s,0.45
Aaron Holiday,Atlanta Hawks,4,8,1,0.13,2s,0.45
Dejounte Murray,Atlanta Hawks,4,22,11,0.5,2s,0.45
Tyrese Martin,Atlanta Hawks,4,1,0,0,2s,0.45
Trent Forrest,Atlanta Hawks,4,1,0,0,2s,0.45
Jalen Johnson,Atlanta Hawks,4,7,5,0.71,2s,0.45
Jarrett Culver,Atlanta Hawks,4,2,0,0,2s,0.45
AJ Griffin,Atlanta Hawks,4,12,5,0.42,2s,0.45
Vit Krejci,Atlanta Hawks,4,1,0,0,2s,0.45
Bogdan Bogdanovic,Atlanta Hawks,4,10,8,0.8,2s,0.45
Frank Kaminsky,Atlanta Hawks,4,1,0,0,2s,0.45
Saddiq Bey,Atlanta Hawks,4,8,2,0.25,2s,0.45
Garrison Mathews,Atlanta Hawks,4,1,0,0,2s,0.45
Bruno Fernando,Atlanta Hawks,4,2,2,1,2s,0.45
Marcus Smart,Boston Celtics,4,23,8,0.35,2s,0.45
Jayson Tatum,Boston Celtics,4,86,40,0.47,2s,0.45
Malcolm Brogdon,Boston Celtics,4,32,13,0.41,2s,0.45
Derrick White,Boston Celtics,4,24,9,0.38,2s,0.45
Jaylen Brown,Boston Celtics,4,49,24,0.49,2s,0.45
Payton Pritchard,Boston Celtics,4,5,1,0.2,2s,0.45
Al Horford,Boston Celtics,4,7,5,0.71,2s,0.45
Noah Vonleh,Boston Celtics,4,2,1,0.5,2s,0.45
Luke Kornet,Boston Celtics,4,7,4,0.57,2s,0.45
Grant Williams,Boston Celtics,4,16,9,0.56,2s,0.45
JD Davison,Boston Celtics,4,1,1,1,2s,0.45
Sam Hauser,Boston Celtics,4,5,3,0.6,2s,0.45
Blake Griffin,Boston Celtics,4,5,1,0.2,2s,0.45
Robert Williams III,Boston Celtics,4,11,5,0.45,2s,0.45
Mike Muscala,Boston Celtics,4,3,3,1,2s,0.45
Justin Champagnie,Boston Celtics,4,2,0,0,2s,0.45
Darius Garland,Cleveland Cavaliers,4,34,16,0.47,2s,0.45
Caris LeVert,Cleveland Cavaliers,4,14,7,0.5,2s,0.45
Robin Lopez,Cleveland Cavaliers,4,5,4,0.8,2s,0.45
Evan Mobley,Cleveland Cavaliers,4,41,21,0.51,2s,0.45
Jarrett Allen,Cleveland Cavaliers,4,27,13,0.48,2s,0.45
Cedi Osman,Cleveland Cavaliers,4,5,2,0.4,2s,0.45
Donovan Mitchell,Cleveland Cavaliers,4,26,11,0.42,2s,0.45
Dean Wade,Cleveland Cavaliers,4,3,0,0,2s,0.45
Kevin Love,Cleveland Cavaliers,4,2,2,1,2s,0.45
Lamar Stevens,Cleveland Cavaliers,4,5,0,0,2s,0.45
Isaiah Mobley,Cleveland Cavaliers,4,1,0,0,2s,0.45
Raul Neto,Cleveland Cavaliers,4,1,1,1,2s,0.45
Isaac Okoro,Cleveland Cavaliers,4,7,5,0.71,2s,0.45
Ricky Rubio,Cleveland Cavaliers,4,2,0,0,2s,0.45
Jonas Valanciunas,New Orleans Pelicans,4,42,21,0.5,2s,0.45
Zion Williamson,New Orleans Pelicans,4,31,15,0.48,2s,0.45
CJ McCollum,New Orleans Pelicans,4,42,15,0.36,2s,0.45
Herbert Jones,New Orleans Pelicans,4,27,10,0.37,2s,0.45
Jose Alvarado,New Orleans Pelicans,4,21,6,0.29,2s,0.45
Larry Nance Jr.,New Orleans Pelicans,4,22,11,0.5,2s,0.45
Naji Marshall,New Orleans Pelicans,4,32,12,0.38,2s,0.45
Trey Murphy III,New Orleans Pelicans,4,26,14,0.54,2s,0.45
Brandon Ingram,New Orleans Pelicans,4,20,11,0.55,2s,0.45
Dyson Daniels,New Orleans Pelicans,4,10,3,0.3,2s,0.45
Willy Hernangomez,New Orleans Pelicans,4,6,2,0.33,2s,0.45
Jaxson Hayes,New Orleans Pelicans,4,5,2,0.4,2s,0.45
Devonte' Graham,New Orleans Pelicans,4,1,1,1,2s,0.45
Dereon Seabron,New Orleans Pelicans,4,1,0,0,2s,0.45
Kira Lewis Jr.,New Orleans Pelicans,4,3,0,0,2s,0.45
Garrett Temple,New Orleans Pelicans,4,1,0,0,2s,0.45
DeMar DeRozan,Chicago Bulls,4,24,9,0.38,2s,0.45
Andre Drummond,Chicago Bulls,4,12,5,0.42,2s,0.45
Nikola Vucevic,Chicago Bulls,4,45,24,0.53,2s,0.45
Coby White,Chicago Bulls,4,10,7,0.7,2s,0.45
Patrick Williams,Chicago Bulls,4,10,3,0.3,2s,0.45
Derrick Jones Jr.,Chicago Bulls,4,5,1,0.2,2s,0.45
Ayo Dosunmu,Chicago Bulls,4,14,4,0.29,2s,0.45
Zach LaVine,Chicago Bulls,4,25,11,0.44,2s,0.45
Goran Dragic,Chicago Bulls,4,4,1,0.25,2s,0.45
Alex Caruso,Chicago Bulls,4,7,1,0.14,2s,0.45
Javonte Green,Chicago Bulls,4,3,2,0.67,2s,0.45
Patrick Beverley,Chicago Bulls,4,4,4,1,2s,0.45
Dalen Terry,Chicago Bulls,4,3,2,0.67,2s,0.45
Carlik Jones,Chicago Bulls,4,1,0,0,2s,0.45
Spencer Dinwiddie,Dallas Mavericks,4,32,13,0.41,2s,0.45
Luka Doncic,Dallas Mavericks,4,49,32,0.65,2s,0.45
Tim Hardaway Jr.,Dallas Mavericks,4,7,3,0.43,2s,0.45
Christian Wood,Dallas Mavericks,4,30,18,0.6,2s,0.45
Dwight Powell,Dallas Mavericks,4,7,2,0.29,2s,0.45
JaVale McGee,Dallas Mavericks,4,4,2,0.5,2s,0.45
Josh Green,Dallas Mavericks,4,10,8,0.8,2s,0.45
Maxi Kleber,Dallas Mavericks,4,3,1,0.33,2s,0.45
Frank Ntilikina,Dallas Mavericks,4,4,2,0.5,2s,0.45
Dorian Finney-Smith,Dallas Mavericks,4,4,1,0.25,2s,0.45
Jaden Hardy,Dallas Mavericks,4,17,7,0.41,2s,0.45
Theo Pinson,Dallas Mavericks,4,3,1,0.33,2s,0.45
A.J. Lawson,Dallas Mavericks,4,1,1,1,2s,0.45
Reggie Bullock,Dallas Mavericks,4,3,1,0.33,2s,0.45
McKinley Wright IV,Dallas Mavericks,4,4,2,0.5,2s,0.45
Kyrie Irving,Dallas Mavericks,4,10,3,0.3,2s,0.45
Davis Bertans,Dallas Mavericks,4,1,1,1,2s,0.45
Kentavious Caldwell-Pope,Denver Nuggets,4,18,4,0.22,2s,0.45
Jeff Green,Denver Nuggets,4,18,11,0.61,2s,0.45
Bruce Brown,Denver Nuggets,4,36,9,0.25,2s,0.45
Nikola Jokic,Denver Nuggets,4,69,43,0.62,2s,0.45
Michael Porter Jr.,Denver Nuggets,4,21,8,0.38,2s,0.45
Jamal Murray,Denver Nuggets,4,29,12,0.41,2s,0.45
Christian Braun,Denver Nuggets,4,9,3,0.33,2s,0.45
Aaron Gordon,Denver Nuggets,4,23,8,0.35,2s,0.45
Bones Hyland,Denver Nuggets,4,10,0,0,2s,0.45
Zeke Nnaji,Denver Nuggets,4,4,1,0.25,2s,0.45
DeAndre Jordan,Denver Nuggets,4,3,1,0.33,2s,0.45
Ish Smith,Denver Nuggets,4,5,3,0.6,2s,0.45
Vlatko Cancar,Denver Nuggets,4,7,3,0.43,2s,0.45
Peyton Watson,Denver Nuggets,4,4,2,0.5,2s,0.45
Jack White,Denver Nuggets,4,1,1,1,2s,0.45
Reggie Jackson,Denver Nuggets,4,3,1,0.33,2s,0.45
Thomas Bryant,Denver Nuggets,4,2,0,0,2s,0.45
Klay Thompson,Golden State Warriors,4,45,30,0.67,2s,0.45
Andrew Wiggins,Golden State Warriors,4,26,15,0.58,2s,0.45
Jonathan Kuminga,Golden State Warriors,4,31,18,0.58,2s,0.45
James Wiseman,Golden State Warriors,4,7,6,0.86,2s,0.45
Stephen Curry,Golden State Warriors,4,59,36,0.61,2s,0.45
Kevon Looney,Golden State Warriors,4,43,19,0.44,2s,0.45
Jordan Poole,Golden State Warriors,4,64,35,0.55,2s,0.45
Draymond Green,Golden State Warriors,4,39,24,0.62,2s,0.45
JaMychal Green,Golden State Warriors,4,14,11,0.79,2s,0.45
Anthony Lamb,Golden State Warriors,4,14,10,0.71,2s,0.45
Ty Jerome,Golden State Warriors,4,10,4,0.4,2s,0.45
Donte DiVincenzo,Golden State Warriors,4,16,9,0.56,2s,0.45
Moses Moody,Golden State Warriors,4,6,6,1,2s,0.45
Patrick Baldwin,Golden State Warriors,4,2,0,0,2s,0.45
Gary Payton II,Golden State Warriors,4,3,3,1,2s,0.45
Lester Quinones,Golden State Warriors,4,1,0,0,2s,0.45
Alperen Sengun,Houston Rockets,4,85,40,0.47,2s,0.45
Kevin Porter Jr.,Houston Rockets,4,42,13,0.31,2s,0.45
Josh Christopher,Houston Rockets,4,25,13,0.52,2s,0.45
Eric Gordon,Houston Rockets,4,31,17,0.55,2s,0.45
Jalen Green,Houston Rockets,4,51,21,0.41,2s,0.45
Tari Eason,Houston Rockets,4,45,12,0.27,2s,0.45
Jabari Smith Jr.,Houston Rockets,4,28,9,0.32,2s,0.45
Usman Garuba,Houston Rockets,4,9,3,0.33,2s,0.45
Daishen Nix,Houston Rockets,4,11,5,0.45,2s,0.45
Jae'Sean Tate,Houston Rockets,4,36,13,0.36,2s,0.45
Kenyon Martin Jr.,Houston Rockets,4,44,26,0.59,2s,0.45
Garrison Mathews,Houston Rockets,4,2,1,0.5,2s,0.45
Bruno Fernando,Houston Rockets,4,6,2,0.33,2s,0.45
TyTy Washington Jr.,Houston Rockets,4,1,0,0,2s,0.45
Boban Marjanovic,Houston Rockets,4,3,3,1,2s,0.45
Trevor Hudgins,Houston Rockets,4,1,0,0,2s,0.45
Frank Kaminsky,Houston Rockets,4,1,0,0,2s,0.45
Ivica Zubac,LA Clippers,4,44,22,0.5,2s,0.45
Norman Powell,LA Clippers,4,22,12,0.55,2s,0.45
Kawhi Leonard,LA Clippers,4,15,9,0.6,2s,0.45
Luke Kennard,LA Clippers,4,5,0,0,2s,0.45
Terance Mann,LA Clippers,4,23,9,0.39,2s,0.45
Paul George,LA Clippers,4,22,11,0.5,2s,0.45
Amir Coffey,LA Clippers,4,12,6,0.5,2s,0.45
Reggie Jackson,LA Clippers,4,21,7,0.33,2s,0.45
John Wall,LA Clippers,4,15,5,0.33,2s,0.45
Marcus Morris Sr.,LA Clippers,4,12,6,0.5,2s,0.45
Moses Brown,LA Clippers,4,6,4,0.67,2s,0.45
Robert Covington,LA Clippers,4,9,3,0.33,2s,0.45
Moussa Diabate,LA Clippers,4,5,2,0.4,2s,0.45
Brandon Boston Jr.,LA Clippers,4,6,1,0.17,2s,0.45
Nicolas Batum,LA Clippers,4,3,2,0.67,2s,0.45
Jason Preston,LA Clippers,4,1,0,0,2s,0.45
Bones Hyland,LA Clippers,4,5,0,0,2s,0.45
Russell Westbrook,LA Clippers,4,9,6,0.67,2s,0.45
Mason Plumlee,LA Clippers,4,3,2,0.67,2s,0.45
Eric Gordon,LA Clippers,4,6,3,0.5,2s,0.45
LeBron James,Los Angeles Lakers,4,42,15,0.36,2s,0.45
Anthony Davis,Los Angeles Lakers,4,62,24,0.39,2s,0.45
Lonnie Walker IV,Los Angeles Lakers,4,21,8,0.38,2s,0.45
Kendrick Nunn,Los Angeles Lakers,4,6,1,0.17,2s,0.45
Juan Toscano-Anderson,Los Angeles Lakers,4,5,2,0.4,2s,0.45
Russell Westbrook,Los Angeles Lakers,4,43,10,0.23,2s,0.45
Damian Jones,Los Angeles Lakers,4,4,1,0.25,2s,0.45
Austin Reaves,Los Angeles Lakers,4,17,7,0.41,2s,0.45
Troy Brown Jr.,Los Angeles Lakers,4,17,6,0.35,2s,0.45
Patrick Beverley,Los Angeles Lakers,4,10,3,0.3,2s,0.45
Wenyen Gabriel,Los Angeles Lakers,4,21,10,0.48,2s,0.45
Thomas Bryant,Los Angeles Lakers,4,20,12,0.6,2s,0.45
Dennis Schroder,Los Angeles Lakers,4,28,8,0.29,2s,0.45
Scotty Pippen Jr.,Los Angeles Lakers,4,2,1,0.5,2s,0.45
Rui Hachimura,Los Angeles Lakers,4,5,2,0.4,2s,0.45
D'Angelo Russell,Los Angeles Lakers,4,5,2,0.4,2s,0.45
Mo Bamba,Los Angeles Lakers,4,2,0,0,2s,0.45
Malik Beasley,Los Angeles Lakers,4,3,3,1,2s,0.45
Jarred Vanderbilt,Los Angeles Lakers,4,3,1,0.33,2s,0.45
Max Christie,Los Angeles Lakers,4,1,0,0,2s,0.45
Kyle Lowry,Miami Heat,4,7,3,0.43,2s,0.45
Gabe Vincent,Miami Heat,4,14,8,0.57,2s,0.45
Dewayne Dedmon,Miami Heat,4,5,3,0.6,2s,0.45
Jimmy Butler,Miami Heat,4,57,24,0.42,2s,0.45
Bam Adebayo,Miami Heat,4,55,26,0.47,2s,0.45
Caleb Martin,Miami Heat,4,15,5,0.33,2s,0.45
Max Strus,Miami Heat,4,17,8,0.47,2s,0.45
Tyler Herro,Miami Heat,4,23,8,0.35,2s,0.45
Nikola Jovic,Miami Heat,4,2,1,0.5,2s,0.45
Duncan Robinson,Miami Heat,4,2,1,0.5,2s,0.45
Orlando Robinson,Miami Heat,4,7,2,0.29,2s,0.45
Jamal Cain,Miami Heat,4,4,3,0.75,2s,0.45
Haywood Highsmith,Miami Heat,4,6,3,0.5,2s,0.45
Victor Oladipo,Miami Heat,4,10,4,0.4,2s,0.45
Jamaree Bouyea,Miami Heat,4,2,1,0.5,2s,0.45
Cody Zeller,Miami Heat,4,3,2,0.67,2s,0.45
Kevin Love,Miami Heat,4,2,2,1,2s,0.45
Omer Yurtseven,Miami Heat,4,2,2,1,2s,0.45
Jrue Holiday,Milwaukee Bucks,4,38,18,0.47,2s,0.45
Grayson Allen,Milwaukee Bucks,4,10,2,0.2,2s,0.45
Giannis Antetokounmpo,Milwaukee Bucks,4,60,20,0.33,2s,0.45
Brook Lopez,Milwaukee Bucks,4,33,20,0.61,2s,0.45
Bobby Portis,Milwaukee Bucks,4,21,9,0.43,2s,0.45
Jordan Nwora,Milwaukee Bucks,4,3,1,0.33,2s,0.45
Jevon Carter,Milwaukee Bucks,4,6,1,0.17,2s,0.45
Wesley Matthews,Milwaukee Bucks,4,2,0,0,2s,0.45
MarJon Beauchamp,Milwaukee Bucks,4,3,0,0,2s,0.45
George Hill,Milwaukee Bucks,4,1,0,0,2s,0.45
Pat Connaughton,Milwaukee Bucks,4,8,0,0,2s,0.45
Khris Middleton,Milwaukee Bucks,4,9,3,0.33,2s,0.45
Joe Ingles,Milwaukee Bucks,4,4,1,0.25,2s,0.45
Sandro Mamukelashvili,Milwaukee Bucks,4,1,0,0,2s,0.45
Meyers Leonard,Milwaukee Bucks,4,2,2,1,2s,0.45
Thanasis Antetokounmpo,Milwaukee Bucks,4,1,0,0,2s,0.45
Lindell Wigginton,Milwaukee Bucks,4,1,0,0,2s,0.45
Jae Crowder,Milwaukee Bucks,4,1,1,1,2s,0.45
Goran Dragic,Milwaukee Bucks,4,1,1,1,2s,0.45
Jaylen Nowell,Minnesota Timberwolves,4,25,12,0.48,2s,0.45
D'Angelo Russell,Minnesota Timberwolves,4,11,3,0.27,2s,0.45
Rudy Gobert,Minnesota Timberwolves,4,23,7,0.3,2s,0.45
Jaden McDaniels,Minnesota Timberwolves,4,23,6,0.26,2s,0.45
Karl-Anthony Towns,Minnesota Timberwolves,4,13,6,0.46,2s,0.45
Anthony Edwards,Minnesota Timberwolves,4,55,18,0.33,2s,0.45
Taurean Prince,Minnesota Timberwolves,4,9,5,0.56,2s,0.45
Naz Reid,Minnesota Timberwolves,4,33,14,0.42,2s,0.45
Jordan McLaughlin,Minnesota Timberwolves,4,6,3,0.5,2s,0.45
Kyle Anderson,Minnesota Timberwolves,4,23,15,0.65,2s,0.45
Austin Rivers,Minnesota Timberwolves,4,6,2,0.33,2s,0.45
Josh Minott,Minnesota Timberwolves,4,5,0,0,2s,0.45
Nathan Knight,Minnesota Timberwolves,4,7,4,0.57,2s,0.45
Bryn Forbes,Minnesota Timberwolves,4,1,0,0,2s,0.45
Matt Ryan,Minnesota Timberwolves,4,1,0,0,2s,0.45
