player_name,team_name,shot_distance,shot_attempted_flag,shot_made_flag,accuracy,shot_type,league_average
Nickeil Alexander-Walker,Minnesota Timberwolves,12,1,0,0,2s,0.44
Mike Conley,Minnesota Timberwolves,12,8,4,0.5,2s,0.44
Kevin Durant,Brooklyn Nets,12,37,22,0.59,2s,0.44
Cam Thomas,Brooklyn Nets,12,26,7,0.27,2s,0.44
Kyrie Irving,Brooklyn Nets,12,32,16,0.5,2s,0.44
Ben Simmons,Brooklyn Nets,12,3,1,0.33,2s,0.44
Edmond Sumner,Brooklyn Nets,12,4,1,0.25,2s,0.44
Royce O'Neale,Brooklyn Nets,12,2,1,0.5,2s,0.44
Seth Curry,Brooklyn Nets,12,6,4,0.67,2s,0.44
Markieff Morris,Brooklyn Nets,12,2,1,0.5,2s,0.44
T.J. Warren,Brooklyn Nets,12,12,6,0.5,2s,0.44
Joe Harris,Brooklyn Nets,12,1,0,0,2s,0.44
Patty Mills,Brooklyn Nets,12,3,2,0.67,2s,0.44
Mikal Bridges,Brooklyn Nets,12,26,15,0.58,2s,0.44
Spencer Dinwiddie,Brooklyn Nets,12,8,2,0.25,2s,0.44
Cameron Johnson,Brooklyn Nets,12,3,1,0.33,2s,0.44
Dru Smith,Brooklyn Nets,12,1,0,0,2s,0.44
Day'Ron Sharpe,Brooklyn Nets,12,2,0,0,2s,0.44
Nic Claxton,Brooklyn Nets,12,2,1,0.5,2s,0.44
Isaiah Hartenstein,New York Knicks,12,7,4,0.57,2s,0.44
Jalen Brunson,New York Knicks,12,36,18,0.5,2s,0.44
Immanuel Quickley,New York Knicks,12,23,9,0.39,2s,0.44
RJ Barrett,New York Knicks,12,7,1,0.14,2s,0.44
Evan Fournier,New York Knicks,12,6,2,0.33,2s,0.44
Julius Randle,New York Knicks,12,30,12,0.4,2s,0.44
Jericho Sims,New York Knicks,12,1,0,0,2s,0.44
Quentin Grimes,New York Knicks,12,2,0,0,2s,0.44
Miles McBride,New York Knicks,12,5,2,0.4,2s,0.44
Josh Hart,New York Knicks,12,2,1,0.5,2s,0.44
Paolo Banchero,Orlando Magic,12,24,10,0.42,2s,0.44
Terrence Ross,Orlando Magic,12,7,2,0.29,2s,0.44
Wendell Carter Jr.,Orlando Magic,12,8,3,0.38,2s,0.44
Franz Wagner,Orlando Magic,12,15,8,0.53,2s,0.44
Cole Anthony,Orlando Magic,12,15,8,0.53,2s,0.44
Chuma Okeke,Orlando Magic,12,2,1,0.5,2s,0.44
Bol Bol,Orlando Magic,12,4,2,0.5,2s,0.44
Jalen Suggs,Orlando Magic,12,6,1,0.17,2s,0.44
Mo Bamba,Orlando Magic,12,1,0,0,2s,0.44
Markelle Fultz,Orlando Magic,12,17,9,0.53,2s,0.44
Moritz Wagner,Orlando Magic,12,1,0,0,2s,0.44
Jonathan Isaac,Orlando Magic,12,4,2,0.5,2s,0.44
Michael Carter-Williams,Orlando Magic,12,2,0,0,2s,0.44
Kevon Harris,Orlando Magic,12,1,0,0,2s,0.44
T.J. McConnell,Indiana Pacers,12,19,10,0.53,2s,0.44
Tyrese Haliburton,Indiana Pacers,12,20,7,0.35,2s,0.44
Bennedict Mathurin,Indiana Pacers,12,14,4,0.29,2s,0.44
Chris Duarte,Indiana Pacers,12,7,2,0.29,2s,0.44
Buddy Hield,Indiana Pacers,12,9,2,0.22,2s,0.44
Aaron Nesmith,Indiana Pacers,12,5,3,0.6,2s,0.44
Jalen Smith,Indiana Pacers,12,1,1,1,2s,0.44
Andrew Nembhard,Indiana Pacers,12,18,5,0.28,2s,0.44
Terry Taylor,Indiana Pacers,12,1,0,0,2s,0.44
Isaiah Jackson,Indiana Pacers,12,1,1,1,2s,0.44
Myles Turner,Indiana Pacers,12,8,6,0.75,2s,0.44
Oshae Brissett,Indiana Pacers,12,2,0,0,2s,0.44
Daniel Theis,Indiana Pacers,12,2,1,0.5,2s,0.44
Jordan Nwora,Indiana Pacers,12,1,1,1,2s,0.44
Joel Embiid,Philadelphia 76ers,12,56,28,0.5,2s,0.44
Tobias Harris,Philadelphia 76ers,12,13,6,0.46,2s,0.44
P.J. Tucker,Philadelphia 76ers,12,1,1,1,2s,0.44
Tyrese Maxey,Philadelphia 76ers,12,20,9,0.45,2s,0.44
James Harden,Philadelphia 76ers,12,15,6,0.4,2s,0.44
Montrezl Harrell,Philadelphia 76ers,12,3,0,0,2s,0.44
Paul Reed,Philadelphia 76ers,12,3,2,0.67,2s,0.44
Georges Niang,Philadelphia 76ers,12,8,2,0.25,2s,0.44
De'Anthony Melton,Philadelphia 76ers,12,4,2,0.5,2s,0.44
Shake Milton,Philadelphia 76ers,12,15,7,0.47,2s,0.44
Matisse Thybulle,Philadelphia 76ers,12,1,0,0,2s,0.44
Furkan Korkmaz,Philadelphia 76ers,12,1,0,0,2s,0.44
Jalen McDaniels,Philadelphia 76ers,12,1,0,0,2s,0.44
Chris Paul,Phoenix Suns,12,32,17,0.53,2s,0.44
Mikal Bridges,Phoenix Suns,12,39,17,0.44,2s,0.44
Cameron Johnson,Phoenix Suns,12,3,1,0.33,2s,0.44
Cameron Payne,Phoenix Suns,12,11,4,0.36,2s,0.44
Landry Shamet,Phoenix Suns,12,4,2,0.5,2s,0.44
Devin Booker,Phoenix Suns,12,33,20,0.61,2s,0.44
Deandre Ayton,Phoenix Suns,12,27,8,0.3,2s,0.44
Josh Okogie,Phoenix Suns,12,4,1,0.25,2s,0.44
Duane Washington Jr.,Phoenix Suns,12,6,4,0.67,2s,0.44
Bismack Biyombo,Phoenix Suns,12,3,1,0.33,2s,0.44
Dario Saric,Phoenix Suns,12,4,2,0.5,2s,0.44
Damion Lee,Phoenix Suns,12,10,4,0.4,2s,0.44
Jock Landale,Phoenix Suns,12,2,1,0.5,2s,0.44
Torrey Craig,Phoenix Suns,12,3,2,0.67,2s,0.44
Terrence Ross,Phoenix Suns,12,4,0,0,2s,0.44
Kevin Durant,Phoenix Suns,12,5,2,0.4,2s,0.44
T.J. Warren,Phoenix Suns,12,1,0,0,2s,0.44
Darius Bazley,Phoenix Suns,12,1,0,0,2s,0.44
Damian Lillard,Portland Trail Blazers,12,13,5,0.38,2s,0.44
Shaedon Sharpe,Portland Trail Blazers,12,3,1,0.33,2s,0.44
Jerami Grant,Portland Trail Blazers,12,14,7,0.5,2s,0.44
Justise Winslow,Portland Trail Blazers,12,4,0,0,2s,0.44
Drew Eubanks,Portland Trail Blazers,12,6,3,0.5,2s,0.44
Josh Hart,Portland Trail Blazers,12,4,1,0.25,2s,0.44
Anfernee Simons,Portland Trail Blazers,12,20,12,0.6,2s,0.44
Trendon Watford,Portland Trail Blazers,12,8,5,0.63,2s,0.44
Jusuf Nurkic,Portland Trail Blazers,12,1,0,0,2s,0.44
Keon Johnson,Portland Trail Blazers,12,2,0,0,2s,0.44
Nassir Little,Portland Trail Blazers,12,3,2,0.67,2s,0.44
Cam Reddish,Portland Trail Blazers,12,2,0,0,2s,0.44
Ryan Arcidiacono,Portland Trail Blazers,12,1,0,0,2s,0.44
Skylar Mays,Portland Trail Blazers,12,3,2,0.67,2s,0.44
Jabari Walker,Portland Trail Blazers,12,1,1,1,2s,0.44
Kevin Knox II,Portland Trail Blazers,12,3,3,1,2s,0.44
Shaquille Harrison,Portland Trail Blazers,12,1,0,0,2s,0.44
De'Aaron Fox,Sacramento Kings,12,55,24,0.44,2s,0.44
Kevin Huerter,Sacramento Kings,12,16,7,0.44,2s,0.44
Keegan Murray,Sacramento Kings,12,10,3,0.3,2s,0.44
Harrison Barnes,Sacramento Kings,12,6,2,0.33,2s,0.44
Domantas Sabonis,Sacramento Kings,12,6,3,0.5,2s,0.44
Malik Monk,Sacramento Kings,12,8,3,0.38,2s,0.44
Davion Mitchell,Sacramento Kings,12,4,1,0.25,2s,0.44
Alex Len,Sacramento Kings,12,1,1,1,2s,0.44
Chimezie Metu,Sacramento Kings,12,1,0,0,2s,0.44
Matthew Dellavedova,Sacramento Kings,12,2,1,0.5,2s,0.44
Trey Lyles,Sacramento Kings,12,1,1,1,2s,0.44
Richaun Holmes,Sacramento Kings,12,1,1,1,2s,0.44
Tre Jones,San Antonio Spurs,12,27,13,0.48,2s,0.44
Joshua Primo,San Antonio Spurs,12,1,1,1,2s,0.44
Romeo Langford,San Antonio Spurs,12,7,4,0.57,2s,0.44
Josh Richardson,San Antonio Spurs,12,12,5,0.42,2s,0.44
Jakob Poeltl,San Antonio Spurs,12,12,4,0.33,2s,0.44
Devin Vassell,San Antonio Spurs,12,15,6,0.4,2s,0.44
Keldon Johnson,San Antonio Spurs,12,14,3,0.21,2s,0.44
Doug McDermott,San Antonio Spurs,12,6,2,0.33,2s,0.44
Malaki Branham,San Antonio Spurs,12,16,9,0.56,2s,0.44
Keita Bates-Diop,San Antonio Spurs,12,3,1,0.33,2s,0.44
Gorgui Dieng,San Antonio Spurs,12,4,1,0.25,2s,0.44
Jordan Hall,San Antonio Spurs,12,1,0,0,2s,0.44
Jeremy Sochan,San Antonio Spurs,12,9,6,0.67,2s,0.44
Zach Collins,San Antonio Spurs,12,10,4,0.4,2s,0.44
Charles Bassey,San Antonio Spurs,12,2,0,0,2s,0.44
Stanley Johnson,San Antonio Spurs,12,2,2,1,2s,0.44
Blake Wesley,San Antonio Spurs,12,4,1,0.25,2s,0.44
Dominick Barlow,San Antonio Spurs,12,2,0,0,2s,0.44
Sandro Mamukelashvili,San Antonio Spurs,12,2,0,0,2s,0.44
Julian Champagnie,San Antonio Spurs,12,1,0,0,2s,0.44
Shai Gilgeous-Alexander,Oklahoma City Thunder,12,58,26,0.45,2s,0.44
Mike Muscala,Oklahoma City Thunder,12,3,3,1,2s,0.44
Luguentz Dort,Oklahoma City Thunder,12,2,1,0.5,2s,0.44
Kenrich Williams,Oklahoma City Thunder,12,6,1,0.17,2s,0.44
Tre Mann,Oklahoma City Thunder,12,6,2,0.33,2s,0.44
Josh Giddey,Oklahoma City Thunder,12,14,4,0.29,2s,0.44
Darius Bazley,Oklahoma City Thunder,12,4,0,0,2s,0.44
Jalen Williams,Oklahoma City Thunder,12,5,3,0.6,2s,0.44
Jeremiah Robinson-Earl,Oklahoma City Thunder,12,2,1,0.5,2s,0.44
Aleksej Pokusevski,Oklahoma City Thunder,12,1,0,0,2s,0.44
Jaylin Williams,Oklahoma City Thunder,12,4,1,0.25,2s,0.44
Isaiah Joe,Oklahoma City Thunder,12,3,3,1,2s,0.44
Dario Saric,Oklahoma City Thunder,12,1,0,0,2s,0.44
Pascal Siakam,Toronto Raptors,12,43,16,0.37,2s,0.44
Gary Trent Jr.,Toronto Raptors,12,16,9,0.56,2s,0.44
Precious Achiuwa,Toronto Raptors,12,8,3,0.38,2s,0.44
Fred VanVleet,Toronto Raptors,12,16,9,0.56,2s,0.44
O.G. Anunoby,Toronto Raptors,12,13,2,0.15,2s,0.44
Scottie Barnes,Toronto Raptors,12,15,2,0.13,2s,0.44
Malachi Flynn,Toronto Raptors,12,5,2,0.4,2s,0.44
Thaddeus Young,Toronto Raptors,12,2,0,0,2s,0.44
Chris Boucher,Toronto Raptors,12,3,2,0.67,2s,0.44
Jeff Dowtin Jr.,Toronto Raptors,12,1,0,0,2s,0.44
Dalano Banton,Toronto Raptors,12,2,0,0,2s,0.44
Jakob Poeltl,Toronto Raptors,12,6,3,0.5,2s,0.44
Christian Koloko,Toronto Raptors,12,1,0,0,2s,0.44
Will Barton,Toronto Raptors,12,1,1,1,2s,0.44
Lauri Markkanen,Utah Jazz,12,21,10,0.48,2s,0.44
Talen Horton-Tucker,Utah Jazz,12,13,5,0.38,2s,0.44
Jordan Clarkson,Utah Jazz,12,20,6,0.3,2s,0.44
Mike Conley,Utah Jazz,12,5,1,0.2,2s,0.44
Collin Sexton,Utah Jazz,12,10,5,0.5,2s,0.44
Rudy Gay,Utah Jazz,12,6,3,0.5,2s,0.44
Nickeil Alexander-Walker,Utah Jazz,12,1,0,0,2s,0.44
Kelly Olynyk,Utah Jazz,12,4,2,0.5,2s,0.44
Jarred Vanderbilt,Utah Jazz,12,2,0,0,2s,0.44
Malik Beasley,Utah Jazz,12,6,4,0.67,2s,0.44
Ochai Agbaji,Utah Jazz,12,2,0,0,2s,0.44
Simone Fontecchio,Utah Jazz,12,4,1,0.25,2s,0.44
Kris Dunn,Utah Jazz,12,2,2,1,2s,0.44
Tyus Jones,Memphis Grizzlies,12,33,16,0.48,2s,0.44
Desmond Bane,Memphis Grizzlies,12,15,5,0.33,2s,0.44
Ja Morant,Memphis Grizzlies,12,45,23,0.51,2s,0.44
Brandon Clarke,Memphis Grizzlies,12,8,2,0.25,2s,0.44
Dillon Brooks,Memphis Grizzlies,12,29,11,0.38,2s,0.44
Kennedy Chandler,Memphis Grizzlies,12,2,1,0.5,2s,0.44
Jaren Jackson Jr.,Memphis Grizzlies,12,2,1,0.5,2s,0.44
John Konchar,Memphis Grizzlies,12,2,0,0,2s,0.44
David Roddy,Memphis Grizzlies,12,3,2,0.67,2s,0.44
Ziaire Williams,Memphis Grizzlies,12,2,2,1,2s,0.44
Kenneth Lofton Jr.,Memphis Grizzlies,12,2,1,0.5,2s,0.44
Santi Aldama,Memphis Grizzlies,12,3,0,0,2s,0.44
Luke Kennard,Memphis Grizzlies,12,4,2,0.5,2s,0.44
Xavier Tillman,Memphis Grizzlies,12,3,1,0.33,2s,0.44
Bradley Beal,Washington Wizards,12,18,7,0.39,2s,0.44
Rui Hachimura,Washington Wizards,12,10,4,0.4,2s,0.44
Will Barton,Washington Wizards,12,3,0,0,2s,0.44
Kristaps Porzingis,Washington Wizards,12,21,12,0.57,2s,0.44
Monte Morris,Washington Wizards,12,16,6,0.38,2s,0.44
Anthony Gill,Washington Wizards,12,2,1,0.5,2s,0.44
Taj Gibson,Washington Wizards,12,3,1,0.33,2s,0.44
Jordan Goodwin,Washington Wizards,12,10,7,0.7,2s,0.44
Kyle Kuzma,Washington Wizards,12,14,6,0.43,2s,0.44
Daniel Gafford,Washington Wizards,12,2,2,1,2s,0.44
Deni Avdija,Washington Wizards,12,2,1,0.5,2s,0.44
Delon Wright,Washington Wizards,12,4,2,0.5,2s,0.44
Kendrick Nunn,Washington Wizards,12,8,5,0.63,2s,0.44
Johnny Davis,Washington Wizards,12,4,2,0.5,2s,0.44
Corey Kispert,Washington Wizards,12,4,2,0.5,2s,0.44
Cade Cunningham,Detroit Pistons,12,7,2,0.29,2s,0.44
Jaden Ivey,Detroit Pistons,12,12,6,0.5,2s,0.44
Saddiq Bey,Detroit Pistons,12,8,5,0.63,2s,0.44
Killian Hayes,Detroit Pistons,12,41,16,0.39,2s,0.44
Bojan Bogdanovic,Detroit Pistons,12,34,24,0.71,2s,0.44
Hamidou Diallo,Detroit Pistons,12,11,7,0.64,2s,0.44
Nerlens Noel,Detroit Pistons,12,2,0,0,2s,0.44
Isaiah Livers,Detroit Pistons,12,7,4,0.57,2s,0.44
Isaiah Stewart,Detroit Pistons,12,1,1,1,2s,0.44
Alec Burks,Detroit Pistons,12,10,5,0.5,2s,0.44
Cory Joseph,Detroit Pistons,12,2,1,0.5,2s,0.44
Jalen Duren,Detroit Pistons,12,2,2,1,2s,0.44
Kevin Knox II,Detroit Pistons,12,4,1,0.25,2s,0.44
Marvin Bagley III,Detroit Pistons,12,8,2,0.25,2s,0.44
James Wiseman,Detroit Pistons,12,2,2,1,2s,0.44
Rodney McGruder,Detroit Pistons,12,2,2,1,2s,0.44
Terry Rozier,Charlotte Hornets,12,20,8,0.4,2s,0.44
Mason Plumlee,Charlotte Hornets,12,5,3,0.6,2s,0.44
Dennis Smith Jr.,Charlotte Hornets,12,6,2,0.33,2s,0.44
Kelly Oubre Jr.,Charlotte Hornets,12,14,3,0.21,2s,0.44
Gordon Hayward,Charlotte Hornets,12,22,8,0.36,2s,0.44
Theo Maledon,Charlotte Hornets,12,2,2,1,2s,0.44
James Bouknight,Charlotte Hornets,12,3,2,0.67,2s,0.44
Jalen McDaniels,Charlotte Hornets,12,9,2,0.22,2s,0.44
JT Thor,Charlotte Hornets,12,7,2,0.29,2s,0.44
Kai Jones,Charlotte Hornets,12,2,1,0.5,2s,0.44
P.J. Washington,Charlotte Hornets,12,7,1,0.14,2s,0.44
LaMelo Ball,Charlotte Hornets,12,9,4,0.44,2s,0.44
Bryce McGowens,Charlotte Hornets,12,4,3,0.75,2s,0.44
Nick Richards,Charlotte Hornets,12,1,1,1,2s,0.44
Svi Mykhailiuk,Charlotte Hornets,12,1,0,0,2s,0.44
Dejounte Murray,Atlanta Hawks,13,35,18,0.51,2s,0.45
De'Andre Hunter,Atlanta Hawks,13,20,7,0.35,2s,0.45
Trae Young,Atlanta Hawks,13,35,18,0.51,2s,0.45
Justin Holiday,Atlanta Hawks,13,3,0,0,2s,0.45
Onyeka Okongwu,Atlanta Hawks,13,4,2,0.5,2s,0.45
Aaron Holiday,Atlanta Hawks,13,5,1,0.2,2s,0.45
Clint Capela,Atlanta Hawks,13,1,0,0,2s,0.45
Bogdan Bogdanovic,Atlanta Hawks,13,12,8,0.67,2s,0.45
AJ Griffin,Atlanta Hawks,13,9,4,0.44,2s,0.45
John Collins,Atlanta Hawks,13,11,5,0.45,2s,0.45
Jalen Johnson,Atlanta Hawks,13,1,1,1,2s,0.45
Saddiq Bey,Atlanta Hawks,13,1,0,0,2s,0.45
Tyrese Martin,Atlanta Hawks,13,1,1,1,2s,0.45
Marcus Smart,Boston Celtics,13,4,2,0.5,2s,0.45
Jaylen Brown,Boston Celtics,13,29,15,0.52,2s,0.45
Derrick White,Boston Celtics,13,10,2,0.2,2s,0.45
Malcolm Brogdon,Boston Celtics,13,10,7,0.7,2s,0.45
Jayson Tatum,Boston Celtics,13,17,8,0.47,2s,0.45
Al Horford,Boston Celtics,13,4,1,0.25,2s,0.45
Payton Pritchard,Boston Celtics,13,1,1,1,2s,0.45
Grant Williams,Boston Celtics,13,1,0,0,2s,0.45
Sam Hauser,Boston Celtics,13,1,1,1,2s,0.45
JD Davison,Boston Celtics,13,2,0,0,2s,0.45
Luke Kornet,Boston Celtics,13,1,0,0,2s,0.45
Evan Mobley,Cleveland Cavaliers,13,18,9,0.5,2s,0.45
Donovan Mitchell,Cleveland Cavaliers,13,19,7,0.37,2s,0.45
Caris LeVert,Cleveland Cavaliers,13,12,5,0.42,2s,0.45
Jarrett Allen,Cleveland Cavaliers,13,9,4,0.44,2s,0.45
Darius Garland,Cleveland Cavaliers,13,18,7,0.39,2s,0.45
Kevin Love,Cleveland Cavaliers,13,1,0,0,2s,0.45
Lamar Stevens,Cleveland Cavaliers,13,6,5,0.83,2s,0.45
Mamadi Diakite,Cleveland Cavaliers,13,1,0,0,2s,0.45
Raul Neto,Cleveland Cavaliers,13,1,1,1,2s,0.45
Ricky Rubio,Cleveland Cavaliers,13,6,3,0.5,2s,0.45
Dean Wade,Cleveland Cavaliers,13,1,0,0,2s,0.45
Danny Green,Cleveland Cavaliers,13,2,2,1,2s,0.45
Jonas Valanciunas,New Orleans Pelicans,13,13,2,0.15,2s,0.45
CJ McCollum,New Orleans Pelicans,13,32,19,0.59,2s,0.45
Brandon Ingram,New Orleans Pelicans,13,35,17,0.49,2s,0.45
Zion Williamson,New Orleans Pelicans,13,2,1,0.5,2s,0.45
Larry Nance Jr.,New Orleans Pelicans,13,1,0,0,2s,0.45
Garrett Temple,New Orleans Pelicans,13,1,0,0,2s,0.45
Jose Alvarado,New Orleans Pelicans,13,2,0,0,2s,0.45
Naji Marshall,New Orleans Pelicans,13,3,2,0.67,2s,0.45
Dyson Daniels,New Orleans Pelicans,13,1,0,0,2s,0.45
Trey Murphy III,New Orleans Pelicans,13,1,1,1,2s,0.45
Devonte' Graham,New Orleans Pelicans,13,1,0,0,2s,0.45
Willy Hernangomez,New Orleans Pelicans,13,1,0,0,2s,0.45
Herbert Jones,New Orleans Pelicans,13,1,0,0,2s,0.45
Kira Lewis Jr.,New Orleans Pelicans,13,1,0,0,2s,0.45
Josh Richardson,New Orleans Pelicans,13,4,2,0.5,2s,0.45
DeMar DeRozan,Chicago Bulls,13,44,26,0.59,2s,0.45
Patrick Williams,Chicago Bulls,13,18,10,0.56,2s,0.45
Nikola Vucevic,Chicago Bulls,13,22,8,0.36,2s,0.45
Goran Dragic,Chicago Bulls,13,9,1,0.11,2s,0.45
Zach LaVine,Chicago Bulls,13,15,9,0.6,2s,0.45
Ayo Dosunmu,Chicago Bulls,13,2,1,0.5,2s,0.45
Coby White,Chicago Bulls,13,5,3,0.6,2s,0.45
Andre Drummond,Chicago Bulls,13,1,0,0,2s,0.45
Patrick Beverley,Chicago Bulls,13,1,1,1,2s,0.45
Luka Doncic,Dallas Mavericks,13,28,18,0.64,2s,0.45
Spencer Dinwiddie,Dallas Mavericks,13,10,4,0.4,2s,0.45
Maxi Kleber,Dallas Mavericks,13,1,0,0,2s,0.45
Tim Hardaway Jr.,Dallas Mavericks,13,14,6,0.43,2s,0.45
Reggie Bullock,Dallas Mavericks,13,1,1,1,2s,0.45
Dorian Finney-Smith,Dallas Mavericks,13,1,0,0,2s,0.45
Christian Wood,Dallas Mavericks,13,6,2,0.33,2s,0.45
Jaden Hardy,Dallas Mavericks,13,6,2,0.33,2s,0.45
Frank Ntilikina,Dallas Mavericks,13,1,0,0,2s,0.45
McKinley Wright IV,Dallas Mavericks,13,3,0,0,2s,0.45
Josh Green,Dallas Mavericks,13,2,1,0.5,2s,0.45
Kyrie Irving,Dallas Mavericks,13,8,5,0.63,2s,0.45
Justin Holiday,Dallas Mavericks,13,1,0,0,2s,0.45
Bruce Brown,Denver Nuggets,13,10,4,0.4,2s,0.45
Michael Porter Jr.,Denver Nuggets,13,10,6,0.6,2s,0.45
Aaron Gordon,Denver Nuggets,13,6,1,0.17,2s,0.45
Jeff Green,Denver Nuggets,13,5,1,0.2,2s,0.45
Bones Hyland,Denver Nuggets,13,8,2,0.25,2s,0.45
Jamal Murray,Denver Nuggets,13,26,11,0.42,2s,0.45
Davon Reed,Denver Nuggets,13,2,1,0.5,2s,0.45
Nikola Jokic,Denver Nuggets,13,10,6,0.6,2s,0.45
Kentavious Caldwell-Pope,Denver Nuggets,13,11,5,0.45,2s,0.45
Christian Braun,Denver Nuggets,13,2,1,0.5,2s,0.45
Ish Smith,Denver Nuggets,13,3,1,0.33,2s,0.45
Thomas Bryant,Denver Nuggets,13,2,0,0,2s,0.45
Reggie Jackson,Denver Nuggets,13,1,0,0,2s,0.45
Jordan Poole,Golden State Warriors,13,18,5,0.28,2s,0.45
Klay Thompson,Golden State Warriors,13,22,9,0.41,2s,0.45
Stephen Curry,Golden State Warriors,13,15,5,0.33,2s,0.45
Ty Jerome,Golden State Warriors,13,5,3,0.6,2s,0.45
Draymond Green,Golden State Warriors,13,2,1,0.5,2s,0.45
Andrew Wiggins,Golden State Warriors,13,6,3,0.5,2s,0.45
JaMychal Green,Golden State Warriors,13,1,1,1,2s,0.45
Jonathan Kuminga,Golden State Warriors,13,5,2,0.4,2s,0.45
James Wiseman,Golden State Warriors,13,1,0,0,2s,0.45
Patrick Baldwin,Golden State Warriors,13,1,0,0,2s,0.45
Kevon Looney,Golden State Warriors,13,4,2,0.5,2s,0.45
Donte DiVincenzo,Golden State Warriors,13,1,0,0,2s,0.45
Kevin Porter Jr.,Houston Rockets,13,20,9,0.45,2s,0.45
Jabari Smith Jr.,Houston Rockets,13,18,5,0.28,2s,0.45
Josh Christopher,Houston Rockets,13,9,4,0.44,2s,0.45
Jalen Green,Houston Rockets,13,12,4,0.33,2s,0.45
Eric Gordon,Houston Rockets,13,4,1,0.25,2s,0.45
Tari Eason,Houston Rockets,13,1,0,0,2s,0.45
Jae'Sean Tate,Houston Rockets,13,3,0,0,2s,0.45
Alperen Sengun,Houston Rockets,13,6,4,0.67,2s,0.45
TyTy Washington Jr.,Houston Rockets,13,2,1,0.5,2s,0.45
Marcus Morris Sr.,LA Clippers,13,17,8,0.47,2s,0.45
Paul George,LA Clippers,13,18,6,0.33,2s,0.45
Terance Mann,LA Clippers,13,7,3,0.43,2s,0.45
Amir Coffey,LA Clippers,13,4,2,0.5,2s,0.45
Norman Powell,LA Clippers,13,12,4,0.33,2s,0.45
Brandon Boston Jr.,LA Clippers,13,1,0,0,2s,0.45
Reggie Jackson,LA Clippers,13,11,4,0.36,2s,0.45
Luke Kennard,LA Clippers,13,4,2,0.5,2s,0.45
Kawhi Leonard,LA Clippers,13,37,16,0.43,2s,0.45
Nicolas Batum,LA Clippers,13,1,0,0,2s,0.45
John Wall,LA Clippers,13,4,3,0.75,2s,0.45
Moussa Diabate,LA Clippers,13,1,0,0,2s,0.45
Jason Preston,LA Clippers,13,1,0,0,2s,0.45
Russell Westbrook,LA Clippers,13,6,2,0.33,2s,0.45
Mason Plumlee,LA Clippers,13,1,0,0,2s,0.45
Bones Hyland,LA Clippers,13,1,0,0,2s,0.45
Robert Covington,LA Clippers,13,1,0,0,2s,0.45
Anthony Davis,Los Angeles Lakers,13,26,10,0.38,2s,0.45
LeBron James,Los Angeles Lakers,13,17,5,0.29,2s,0.45
Kendrick Nunn,Los Angeles Lakers,13,7,4,0.57,2s,0.45
Matt Ryan,Los Angeles Lakers,13,1,0,0,2s,0.45
Austin Reaves,Los Angeles Lakers,13,9,7,0.78,2s,0.45
Dennis Schroder,Los Angeles Lakers,13,19,8,0.42,2s,0.45
Russell Westbrook,Los Angeles Lakers,13,9,3,0.33,2s,0.45
Lonnie Walker IV,Los Angeles Lakers,13,2,1,0.5,2s,0.45
Thomas Bryant,Los Angeles Lakers,13,7,3,0.43,2s,0.45
Patrick Beverley,Los Angeles Lakers,13,1,0,0,2s,0.45
Troy Brown Jr.,Los Angeles Lakers,13,1,0,0,2s,0.45
Rui Hachimura,Los Angeles Lakers,13,7,3,0.43,2s,0.45
Max Christie,Los Angeles Lakers,13,1,0,0,2s,0.45
Malik Beasley,Los Angeles Lakers,13,2,1,0.5,2s,0.45
D'Angelo Russell,Los Angeles Lakers,13,4,2,0.5,2s,0.45
Bam Adebayo,Miami Heat,13,45,20,0.44,2s,0.45
Tyler Herro,Miami Heat,13,26,10,0.38,2s,0.45
Udonis Haslem,Miami Heat,13,3,2,0.67,2s,0.45
Caleb Martin,Miami Heat,13,4,3,0.75,2s,0.45
Gabe Vincent,Miami Heat,13,6,4,0.67,2s,0.45
Kyle Lowry,Miami Heat,13,6,1,0.17,2s,0.45
Jimmy Butler,Miami Heat,13,13,4,0.31,2s,0.45
Haywood Highsmith,Miami Heat,13,2,0,0,2s,0.45
Orlando Robinson,Miami Heat,13,1,0,0,2s,0.45
Victor Oladipo,Miami Heat,13,4,2,0.5,2s,0.45
Jamal Cain,Miami Heat,13,1,0,0,2s,0.45
Max Strus,Miami Heat,13,2,1,0.5,2s,0.45
Grayson Allen,Milwaukee Bucks,13,8,4,0.5,2s,0.45
Bobby Portis,Milwaukee Bucks,13,14,3,0.21,2s,0.45
Wesley Matthews,Milwaukee Bucks,13,3,2,0.67,2s,0.45
Brook Lopez,Milwaukee Bucks,13,19,8,0.42,2s,0.45
Giannis Antetokounmpo,Milwaukee Bucks,13,14,5,0.36,2s,0.45
Jrue Holiday,Milwaukee Bucks,13,8,6,0.75,2s,0.45
Jordan Nwora,Milwaukee Bucks,13,4,2,0.5,2s,0.45
Jevon Carter,Milwaukee Bucks,13,11,5,0.45,2s,0.45
George Hill,Milwaukee Bucks,13,1,0,0,2s,0.45
Khris Middleton,Milwaukee Bucks,13,14,5,0.36,2s,0.45
AJ Green,Milwaukee Bucks,13,1,1,1,2s,0.45
MarJon Beauchamp,Milwaukee Bucks,13,1,0,0,2s,0.45
Jae Crowder,Milwaukee Bucks,13,3,1,0.33,2s,0.45
Goran Dragic,Milwaukee Bucks,13,1,1,1,2s,0.45
