,xlocs,ylocs,shot_zone
738,-14.70588238,130.7758621,zone2
739,-14.70588238,114.5689655,zone2
740,-14.70588238,98.36206897,zone4
741,-14.70588238,82.15517241,zone4
742,-14.70588238,65.94827586,zone4
743,-14.70588238,49.74137931,zone4
744,-14.70588238,33.53448276,zone1
745,-14.70588238,17.32758621,zone1
746,-14.70588238,1.120689655,zone1
747,-14.70588238,-15.0862069,zone1
748,-14.70588238,-31.29310345,zone1
749,-14.70588238,-47.5,zone12
750,-4.901960794,422.5,zone19
751,-4.901960794,406.2931034,zone19
752,-4.901960794,390.0862069,zone19
753,-4.901960794,373.8793103,zone19
754,-4.901960794,357.6724138,zone19
755,-4.901960794,341.4655172,zone19
756,-4.901960794,325.2586207,zone19
757,-4.901960794,309.0517241,zone18
758,-4.901960794,292.8448276,zone18
759,-4.901960794,276.637931,zone17
760,-4.901960794,260.4310345,zone17
761,-4.901960794,244.2241379,zone17
762,-4.901960794,228.0172414,zone9
763,-4.901960794,211.8103448,zone9
764,-4.901960794,195.6034483,zone9
765,-4.901960794,179.3965517,zone9
766,-4.901960794,163.1896552,zone2
767,-4.901960794,146.9827586,zone2
768,-4.901960794,130.7758621,zone2
769,-4.901960794,114.5689655,zone2
770,-4.901960794,98.36206897,zone4
771,-4.901960794,82.15517241,zone4
772,-4.901960794,65.94827586,zone4
773,-4.901960794,49.74137931,zone4
774,-4.901960794,33.53448276,zone1
775,-4.901960794,17.32758621,zone1
776,-4.901960794,1.120689655,zone1
777,-4.901960794,-15.0862069,zone1
778,-4.901960794,-31.29310345,zone1
779,-4.901960794,-47.5,zone12
780,4.901960794,422.5,zone19
781,4.901960794,406.2931034,zone19
782,4.901960794,390.0862069,zone19
783,4.901960794,373.8793103,zone19
784,4.901960794,357.6724138,zone19
785,4.901960794,341.4655172,zone19
786,4.901960794,325.2586207,zone19
787,4.901960794,309.0517241,zone18
788,4.901960794,292.8448276,zone18
789,4.901960794,276.637931,zone17
790,4.901960794,260.4310345,zone17
791,4.901960794,244.2241379,zone17
792,4.901960794,228.0172414,zone9
793,4.901960794,211.8103448,zone9
794,4.901960794,195.6034483,zone9
795,4.901960794,179.3965517,zone9
796,4.901960794,163.1896552,zone2
797,4.901960794,146.9827586,zone2
798,4.901960794,130.7758621,zone2
799,4.901960794,114.5689655,zone2
800,4.901960794,98.36206897,zone4
801,4.901960794,82.15517241,zone4
802,4.901960794,65.94827586,zone4
803,4.901960794,49.74137931,zone4
804,4.901960794,33.53448276,zone1
805,4.901960794,17.32758621,zone1
806,4.901960794,1.120689655,zone1
807,4.901960794,-15.0862069,zone1
808,4.901960794,-31.29310345,zone1
809,4.901960794,-47.5,zone7
810,14.70588238,422.5,zone19
811,14.70588238,406.2931034,zone19
812,14.70588238,390.0862069,zone19
813,14.70588238,373.8793103,zone19
814,14.70588238,357.6724138,zone19
815,14.70588238,341.4655172,zone19
816,14.70588238,325.2586207,zone19
817,14.70588238,309.0517241,zone18
818,14.70588238,292.8448276,zone18
819,14.70588238,276.637931,zone17
820,14.70588238,260.4310345,zone17
821,14.70588238,244.2241379,zone17
822,14.70588238,228.0172414,zone9
823,14.70588238,211.8103448,zone9
824,14.70588238,195.6034483,zone9
825,14.70588238,179.3965517,zone9
826,14.70588238,163.1896552,zone2
827,14.70588238,146.9827586,zone2
828,14.70588238,130.7758621,zone2
829,14.70588238,114.5689655,zone2
830,14.70588238,98.36206897,zone4
831,14.70588238,82.15517241,zone4
832,14.70588238,65.94827586,zone4
833,14.70588238,49.74137931,zone4
834,14.70588238,33.53448276,zone1
835,14.70588238,17.32758621,zone1
836,14.70588238,1.120689655,zone1
837,14.70588238,-15.0862069,zone1
838,14.70588238,-31.29310345,zone1
839,14.70588238,-47.5,zone7
840,24.50980397,422.5,zone19
841,24.50980397,406.2931034,zone19
842,24.50980397,390.0862069,zone19
843,24.50980397,373.8793103,zone19
844,24.50980397,357.6724138,zone19
845,24.50980397,341.4655172,zone19
846,24.50980397,325.2586207,zone19
847,24.50980397,309.0517241,zone18
848,24.50980397,292.8448276,zone18
849,24.50980397,276.637931,zone17
850,24.50980397,260.4310345,zone17
851,24.50980397,244.2241379,zone17
852,24.50980397,228.0172414,zone9
853,24.50980397,211.8103448,zone9
854,24.50980397,195.6034483,zone9
855,24.50980397,179.3965517,zone9
856,24.50980397,163.1896552,zone2
857,24.50980397,146.9827586,zone2
858,24.50980397,130.7758621,zone2
859,24.50980397,114.5689655,zone2
860,24.50980397,98.36206897,zone2
861,24.50980397,82.15517241,zone4
862,24.50980397,65.94827586,zone4
863,24.50980397,49.74137931,zone4
864,24.50980397,33.53448276,zone7
865,24.50980397,17.32758621,zone1
866,24.50980397,1.120689655,zone1
867,24.50980397,-15.0862069,zone1
868,24.50980397,-31.29310345,zone1
869,24.50980397,-47.5,zone7
870,34.31372556,422.5,zone19
871,34.31372556,406.2931034,zone19
872,34.31372556,390.0862069,zone19
873,34.31372556,373.8793103,zone19
874,34.31372556,357.6724138,zone19
875,34.31372556,341.4655172,zone19
876,34.31372556,325.2586207,zone19
877,34.31372556,309.0517241,zone18
878,34.31372556,292.8448276,zone18
879,34.31372556,276.637931,zone17
880,34.31372556,260.4310345,zone17
881,34.31372556,244.2241379,zone17
882,34.31372556,228.0172414,zone9
883,34.31372556,211.8103448,zone9
884,34.31372556,195.6034483,zone9
885,34.31372556,179.3965517,zone9
886,34.31372556,163.1896552,zone2
887,34.31372556,146.9827586,zone2
888,34.31372556,130.7758621,zone2
889,34.31372556,114.5689655,zone2
890,34.31372556,98.36206897,zone2
891,34.31372556,82.15517241,zone4
892,34.31372556,65.94827586,zone4
893,34.31372556,49.74137931,zone7
894,34.31372556,33.53448276,zone7
895,34.31372556,17.32758621,zone1
896,34.31372556,1.120689655,zone1
897,34.31372556,-15.0862069,zone1
898,34.31372556,-31.29310345,zone7
899,34.31372556,-47.5,zone7
900,44.11764715,422.5,zone19
901,44.11764715,406.2931034,zone19
902,44.11764715,390.0862069,zone19
903,44.11764715,373.8793103,zone19
904,44.11764715,357.6724138,zone19
905,44.11764715,341.4655172,zone19
906,44.11764715,325.2586207,zone19
907,44.11764715,309.0517241,zone18
908,44.11764715,292.8448276,zone18
909,44.11764715,276.637931,zone18
910,44.11764715,260.4310345,zone17
911,44.11764715,244.2241379,zone17
912,44.11764715,228.0172414,zone9
913,44.11764715,211.8103448,zone9
914,44.11764715,195.6034483,zone9
915,44.11764715,179.3965517,zone9
916,44.11764715,163.1896552,zone2
917,44.11764715,146.9827586,zone2
918,44.11764715,130.7758621,zone2
919,44.11764715,114.5689655,zone2
920,44.11764715,98.36206897,zone2
921,44.11764715,82.15517241,zone4
922,44.11764715,65.94827586,zone7
923,44.11764715,49.74137931,zone7
924,44.11764715,33.53448276,zone7
925,44.11764715,17.32758621,zone7
926,44.11764715,1.120689655,zone7
927,44.11764715,-15.0862069,zone7
928,44.11764715,-31.29310345,zone7
929,44.11764715,-47.5,zone7
930,53.92156874,422.5,zone19
931,53.92156874,406.2931034,zone19
932,53.92156874,390.0862069,zone19
933,53.92156874,373.8793103,zone19
934,53.92156874,357.6724138,zone19
935,53.92156874,341.4655172,zone19
936,53.92156874,325.2586207,zone19
937,53.92156874,309.0517241,zone18
938,53.92156874,292.8448276,zone18
939,53.92156874,276.637931,zone18
940,53.92156874,260.4310345,zone17
941,53.92156874,244.2241379,zone17
942,53.92156874,228.0172414,zone9
943,53.92156874,211.8103448,zone9
944,53.92156874,195.6034483,zone9
945,53.92156874,179.3965517,zone9
946,53.92156874,163.1896552,zone9
947,53.92156874,146.9827586,zone2
948,53.92156874,130.7758621,zone2
949,53.92156874,114.5689655,zone2
950,53.92156874,98.36206897,zone2
951,53.92156874,82.15517241,zone7
952,53.92156874,65.94827586,zone7
953,53.92156874,49.74137931,zone7
954,53.92156874,33.53448276,zone7
955,53.92156874,17.32758621,zone7
956,53.92156874,1.120689655,zone7
957,53.92156874,-15.0862069,zone7
958,53.92156874,-31.29310345,zone7
959,53.92156874,-47.5,zone7
960,63.72549032,422.5,zone19
961,63.72549032,406.2931034,zone19
962,63.72549032,390.0862069,zone19
963,63.72549032,373.8793103,zone19
964,63.72549032,357.6724138,zone19
965,63.72549032,341.4655172,zone19
966,63.72549032,325.2586207,zone19
967,63.72549032,309.0517241,zone18
968,63.72549032,292.8448276,zone18
969,63.72549032,276.637931,zone18
970,63.72549032,260.4310345,zone17
971,63.72549032,244.2241379,zone17
972,63.72549032,228.0172414,zone9
973,63.72549032,211.8103448,zone9
974,63.72549032,195.6034483,zone9
975,63.72549032,179.3965517,zone9
976,63.72549032,163.1896552,zone9
977,63.72549032,146.9827586,zone2
978,63.72549032,130.7758621,zone2
979,63.72549032,114.5689655,zone2
980,63.72549032,98.36206897,zone3
981,63.72549032,82.15517241,zone3
982,63.72549032,65.94827586,zone7
983,63.72549032,49.74137931,zone7
984,63.72549032,33.53448276,zone7
985,63.72549032,17.32758621,zone7
986,63.72549032,1.120689655,zone7
987,63.72549032,-15.0862069,zone7
988,63.72549032,-31.29310345,zone7
989,63.72549032,-47.5,zone7
990,73.52941191,422.5,zone19
991,73.52941191,406.2931034,zone19
992,73.52941191,390.0862069,zone19
993,73.52941191,373.8793103,zone19
994,73.52941191,357.6724138,zone19
995,73.52941191,341.4655172,zone19
996,73.52941191,325.2586207,zone19
997,73.52941191,309.0517241,zone18
998,73.52941191,292.8448276,zone18
999,73.52941191,276.637931,zone18
1000,73.52941191,260.4310345,zone17
1001,73.52941191,244.2241379,zone17
1002,73.52941191,228.0172414,zone17
1003,73.52941191,211.8103448,zone9
1004,73.52941191,195.6034483,zone9
1005,73.52941191,179.3965517,zone9
1006,73.52941191,163.1896552,zone9
1007,73.52941191,146.9827586,zone2
1008,73.52941191,130.7758621,zone2
1009,73.52941191,114.5689655,zone3
1010,73.52941191,98.36206897,zone3
1011,73.52941191,82.15517241,zone3
1012,73.52941191,65.94827586,zone7
1013,73.52941191,49.74137931,zone7
1014,73.52941191,33.53448276,zone7
1015,73.52941191,17.32758621,zone7
1016,73.52941191,1.120689655,zone7
1017,73.52941191,-15.0862069,zone7
1018,73.52941191,-31.29310345,zone7
1019,73.52941191,-47.5,zone7
1020,83.3333335,422.5,zone19
1021,83.3333335,406.2931034,zone19
1022,83.3333335,390.0862069,zone19
1023,83.3333335,373.8793103,zone19
1024,83.3333335,357.6724138,zone19
1025,83.3333335,341.4655172,zone19
1026,83.3333335,325.2586207,zone19
1027,83.3333335,309.0517241,zone19
1028,83.3333335,292.8448276,zone18
1029,83.3333335,276.637931,zone18
1030,83.3333335,260.4310345,zone17
1031,83.3333335,244.2241379,zone17
1032,83.3333335,228.0172414,zone17
1033,83.3333335,211.8103448,zone9
1034,83.3333335,195.6034483,zone9
1035,83.3333335,179.3965517,zone9
1036,83.3333335,163.1896552,zone9
1037,83.3333335,146.9827586,zone2
1038,83.3333335,130.7758621,zone3
1039,83.3333335,114.5689655,zone3
1040,83.3333335,98.36206897,zone3
1041,83.3333335,82.15517241,zone3
1042,83.3333335,65.94827586,zone3
1043,83.3333335,49.74137931,zone7
1044,83.3333335,33.53448276,zone7
1045,83.3333335,17.32758621,zone7
1046,83.3333335,1.120689655,zone7
1047,83.3333335,-15.0862069,zone7
1048,83.3333335,-31.29310345,zone7
1049,83.3333335,-47.5,zone7
1050,93.13725509,422.5,zone19
1051,93.13725509,406.2931034,zone19
1052,93.13725509,390.0862069,zone19
1053,93.13725509,373.8793103,zone19
1054,93.13725509,357.6724138,zone19
1055,93.13725509,341.4655172,zone19
1056,93.13725509,325.2586207,zone19
1057,93.13725509,309.0517241,zone19
1058,93.13725509,292.8448276,zone18
1059,93.13725509,276.637931,zone18
1060,93.13725509,260.4310345,zone17
1061,93.13725509,244.2241379,zone17
1062,93.13725509,228.0172414,zone17
1063,93.13725509,211.8103448,zone9
1064,93.13725509,195.6034483,zone9
1065,93.13725509,179.3965517,zone9
1066,93.13725509,163.1896552,zone9
1067,93.13725509,146.9827586,zone5
1068,93.13725509,130.7758621,zone3
1069,93.13725509,114.5689655,zone3
1070,93.13725509,98.36206897,zone3
1071,93.13725509,82.15517241,zone3
1072,93.13725509,65.94827586,zone3
1073,93.13725509,49.74137931,zone3
1074,93.13725509,33.53448276,zone7
1075,93.13725509,17.32758621,zone7
1076,93.13725509,1.120689655,zone7
1077,93.13725509,-15.0862069,zone7
1078,93.13725509,-31.29310345,zone7
1079,93.13725509,-47.5,zone3
1080,102.9411767,422.5,zone19
1081,102.9411767,406.2931034,zone19
1082,102.9411767,390.0862069,zone19
1083,102.9411767,373.8793103,zone19
1084,102.9411767,357.6724138,zone19
1085,102.9411767,341.4655172,zone19
1086,102.9411767,325.2586207,zone19
1087,102.9411767,309.0517241,zone19
1088,102.9411767,292.8448276,zone18
1089,102.9411767,276.637931,zone18
1090,102.9411767,260.4310345,zone18
1091,102.9411767,244.2241379,zone17
1092,102.9411767,228.0172414,zone17
1093,102.9411767,211.8103448,zone9
1094,102.9411767,195.6034483,zone9
1095,102.9411767,179.3965517,zone9
1096,102.9411767,163.1896552,zone5
1097,102.9411767,146.9827586,zone5
1098,102.9411767,130.7758621,zone3
1099,102.9411767,114.5689655,zone3
1100,102.9411767,98.36206897,zone3
1101,102.9411767,82.15517241,zone3
1102,102.9411767,65.94827586,zone3
1103,102.9411767,49.74137931,zone3
1104,102.9411767,33.53448276,zone3
1105,102.9411767,17.32758621,zone3
1106,102.9411767,1.120689655,zone3
1107,102.9411767,-15.0862069,zone3
1108,102.9411767,-31.29310345,zone3
1109,102.9411767,-47.5,zone3
1110,112.7450983,422.5,zone19
1111,112.7450983,406.2931034,zone19
1112,112.7450983,390.0862069,zone19
1113,112.7450983,373.8793103,zone19
1114,112.7450983,357.6724138,zone19
1115,112.7450983,341.4655172,zone19
1116,112.7450983,325.2586207,zone19
1117,112.7450983,309.0517241,zone19
1118,112.7450983,292.8448276,zone18
1119,112.7450983,276.637931,zone18
1120,112.7450983,260.4310345,zone18
1121,112.7450983,244.2241379,zone17
1122,112.7450983,228.0172414,zone17
1123,112.7450983,211.8103448,zone17
1124,112.7450983,195.6034483,zone9
1125,112.7450983,179.3965517,zone5
1126,112.7450983,163.1896552,zone5
1127,112.7450983,146.9827586,zone5
1128,112.7450983,130.7758621,zone5
1129,112.7450983,114.5689655,zone3
1130,112.7450983,98.36206897,zone3
1131,112.7450983,82.15517241,zone3
1132,112.7450983,65.94827586,zone3
1133,112.7450983,49.74137931,zone3
1134,112.7450983,33.53448276,zone3
1135,112.7450983,17.32758621,zone3
1136,112.7450983,1.120689655,zone3
1137,112.7450983,-15.0862069,zone3
1138,112.7450983,-31.29310345,zone3
1139,112.7450983,-47.5,zone3
1140,122.5490199,422.5,zone19
1141,122.5490199,406.2931034,zone19
1142,122.5490199,390.0862069,zone19
1143,122.5490199,373.8793103,zone19
1144,122.5490199,357.6724138,zone19
1145,122.5490199,341.4655172,zone19
1146,122.5490199,325.2586207,zone19
1147,122.5490199,309.0517241,zone19
1148,122.5490199,292.8448276,zone18
1149,122.5490199,276.637931,zone18
1150,122.5490199,260.4310345,zone18
1151,122.5490199,244.2241379,zone17
1152,122.5490199,228.0172414,zone17
1153,122.5490199,211.8103448,zone14
1154,122.5490199,195.6034483,zone5
1155,122.5490199,179.3965517,zone5
1156,122.5490199,163.1896552,zone5
1157,122.5490199,146.9827586,zone5
1158,122.5490199,130.7758621,zone5
1159,122.5490199,114.5689655,zone3
1160,122.5490199,98.36206897,zone3
1161,122.5490199,82.15517241,zone3
1162,122.5490199,65.94827586,zone3
1163,122.5490199,49.74137931,zone3
1164,122.5490199,33.53448276,zone3
1165,122.5490199,17.32758621,zone3
1166,122.5490199,1.120689655,zone3
1167,122.5490199,-15.0862069,zone3
1168,122.5490199,-31.29310345,zone3
1169,122.5490199,-47.5,zone3
1170,132.3529414,422.5,zone19
1171,132.3529414,406.2931034,zone19
1172,132.3529414,390.0862069,zone19
1173,132.3529414,373.8793103,zone19
1174,132.3529414,357.6724138,zone19
1175,132.3529414,341.4655172,zone19
1176,132.3529414,325.2586207,zone19
1177,132.3529414,309.0517241,zone19
1178,132.3529414,292.8448276,zone19
1179,132.3529414,276.637931,zone18
1180,132.3529414,260.4310345,zone18
1181,132.3529414,244.2241379,zone17
1182,132.3529414,228.0172414,zone14
1183,132.3529414,211.8103448,zone14
1184,132.3529414,195.6034483,zone5
1185,132.3529414,179.3965517,zone5
1186,132.3529414,163.1896552,zone5
1187,132.3529414,146.9827586,zone5
1188,132.3529414,130.7758621,zone5
1189,132.3529414,114.5689655,zone5
1190,132.3529414,98.36206897,zone3
1191,132.3529414,82.15517241,zone3
1192,132.3529414,65.94827586,zone3
1193,132.3529414,49.74137931,zone3
1194,132.3529414,33.53448276,zone3
1195,132.3529414,17.32758621,zone3
1196,132.3529414,1.120689655,zone3
1197,132.3529414,-15.0862069,zone3
1198,132.3529414,-31.29310345,zone3
1199,132.3529414,-47.5,zone3
1200,142.156863,422.5,zone19
1201,142.156863,406.2931034,zone19
1202,142.156863,390.0862069,zone19
1203,142.156863,373.8793103,zone19
1204,142.156863,357.6724138,zone19
1205,142.156863,341.4655172,zone19
1206,142.156863,325.2586207,zone19
1207,142.156863,309.0517241,zone19
1208,142.156863,292.8448276,zone19
1209,142.156863,276.637931,zone18
1210,142.156863,260.4310345,zone18
1211,142.156863,244.2241379,zone16
1212,142.156863,228.0172414,zone14
1213,142.156863,211.8103448,zone14
1214,142.156863,195.6034483,zone14
1215,142.156863,179.3965517,zone5
1216,142.156863,163.1896552,zone5
1217,142.156863,146.9827586,zone5
1218,142.156863,130.7758621,zone5
1219,142.156863,114.5689655,zone5
1220,142.156863,98.36206897,zone5
1221,142.156863,82.15517241,zone3
1222,142.156863,65.94827586,zone3
1223,142.156863,49.74137931,zone3
1224,142.156863,33.53448276,zone3
1225,142.156863,17.32758621,zone3
1226,142.156863,1.120689655,zone3
1227,142.156863,-15.0862069,zone3
1228,142.156863,-31.29310345,zone3
1229,142.156863,-47.5,zone3
1230,151.9607846,422.5,zone19
1231,151.9607846,406.2931034,zone19
1232,151.9607846,390.0862069,zone19
1233,151.9607846,373.8793103,zone19
1234,151.9607846,357.6724138,zone19
1235,151.9607846,341.4655172,zone19
1236,151.9607846,325.2586207,zone19
1237,151.9607846,309.0517241,zone19
1238,151.9607846,292.8448276,zone19
1239,151.9607846,276.637931,zone18
1240,151.9607846,260.4310345,zone16
1241,151.9607846,244.2241379,zone16
1242,151.9607846,228.0172414,zone14
1243,151.9607846,211.8103448,zone14
1244,151.9607846,195.6034483,zone14
1245,151.9607846,179.3965517,zone5
1246,151.9607846,163.1896552,zone5
1247,151.9607846,146.9827586,zone5
1248,151.9607846,130.7758621,zone5
1249,151.9607846,114.5689655,zone5
1250,151.9607846,98.36206897,zone5
1251,151.9607846,82.15517241,zone5
1252,151.9607846,65.94827586,zone3
1253,151.9607846,49.74137931,zone3
1254,151.9607846,33.53448276,zone3
1255,151.9607846,17.32758621,zone3
1256,151.9607846,1.120689655,zone3
1257,151.9607846,-15.0862069,zone3
1258,151.9607846,-31.29310345,zone3
1259,151.9607846,-47.5,zone3
1260,161.7647062,422.5,zone19
1261,161.7647062,406.2931034,zone19
1262,161.7647062,390.0862069,zone19
1263,161.7647062,373.8793103,zone19
1264,161.7647062,357.6724138,zone19
1265,161.7647062,341.4655172,zone19
1266,161.7647062,325.2586207,zone19
1267,161.7647062,309.0517241,zone19
1268,161.7647062,292.8448276,zone19
1269,161.7647062,276.637931,zone19
1270,161.7647062,260.4310345,zone16
1271,161.7647062,244.2241379,zone16
1272,161.7647062,228.0172414,zone14
1273,161.7647062,211.8103448,zone14
1274,161.7647062,195.6034483,zone14
1275,161.7647062,179.3965517,zone14
1276,161.7647062,163.1896552,zone5
1277,161.7647062,146.9827586,zone5
1278,161.7647062,130.7758621,zone5
1279,161.7647062,114.5689655,zone5
1280,161.7647062,98.36206897,zone5
1281,161.7647062,82.15517241,zone5
1282,161.7647062,65.94827586,zone5
1283,161.7647062,49.74137931,zone3
1284,161.7647062,33.53448276,zone3
1285,161.7647062,17.32758621,zone3
1286,161.7647062,1.120689655,zone3
1287,161.7647062,-15.0862069,zone3
1288,161.7647062,-31.29310345,zone3
1289,161.7647062,-47.5,zone3
1290,171.5686278,422.5,zone19
1291,171.5686278,406.2931034,zone19
1292,171.5686278,390.0862069,zone19
1293,171.5686278,373.8793103,zone19
1294,171.5686278,357.6724138,zone19
1295,171.5686278,341.4655172,zone19
1296,171.5686278,325.2586207,zone19
1297,171.5686278,309.0517241,zone19
1298,171.5686278,292.8448276,zone19
1299,171.5686278,276.637931,zone19
1300,171.5686278,260.4310345,zone16
1301,171.5686278,244.2241379,zone16
1302,171.5686278,228.0172414,zone16
1303,171.5686278,211.8103448,zone14
1304,171.5686278,195.6034483,zone14
1305,171.5686278,179.3965517,zone14
1306,171.5686278,163.1896552,zone5
1307,171.5686278,146.9827586,zone5
1308,171.5686278,130.7758621,zone5
1309,171.5686278,114.5689655,zone5
1310,171.5686278,98.36206897,zone5
1311,171.5686278,82.15517241,zone5
1312,171.5686278,65.94827586,zone5
1313,171.5686278,49.74137931,zone5
1314,171.5686278,33.53448276,zone5
1315,171.5686278,17.32758621,zone5
1316,171.5686278,1.120689655,zone5
1317,171.5686278,-15.0862069,zone5
1318,171.5686278,-31.29310345,zone5
1319,171.5686278,-47.5,zone5
1320,181.3725494,422.5,zone19
1321,181.3725494,406.2931034,zone19
1322,181.3725494,390.0862069,zone19
1323,181.3725494,373.8793103,zone19
1324,181.3725494,357.6724138,zone19
1325,181.3725494,341.4655172,zone19
1326,181.3725494,325.2586207,zone19
1327,181.3725494,309.0517241,zone19
1328,181.3725494,292.8448276,zone19
1329,181.3725494,276.637931,zone19
1330,181.3725494,260.4310345,zone16
1331,181.3725494,244.2241379,zone16
1332,181.3725494,228.0172414,zone16
1333,181.3725494,211.8103448,zone14
1334,181.3725494,195.6034483,zone14
1335,181.3725494,179.3965517,zone14
1336,181.3725494,163.1896552,zone14
1337,181.3725494,146.9827586,zone5
1338,181.3725494,130.7758621,zone5
1339,181.3725494,114.5689655,zone5
1340,181.3725494,98.36206897,zone5
1341,181.3725494,82.15517241,zone5
1342,181.3725494,65.94827586,zone5
1343,181.3725494,49.74137931,zone5
1344,181.3725494,33.53448276,zone5
1345,181.3725494,17.32758621,zone5
1346,181.3725494,1.120689655,zone5
1347,181.3725494,-15.0862069,zone5
1348,181.3725494,-31.29310345,zone5
1349,181.3725494,-47.5,zone5
1350,191.176471,422.5,zone19
1351,191.176471,406.2931034,zone19
1352,191.176471,390.0862069,zone19
1353,191.176471,373.8793103,zone19
1354,191.176471,357.6724138,zone19
1355,191.176471,341.4655172,zone19
1356,191.176471,325.2586207,zone19
1357,191.176471,309.0517241,zone19
1358,191.176471,292.8448276,zone19
1359,191.176471,276.637931,zone19
1360,191.176471,260.4310345,zone19
1361,191.176471,244.2241379,zone16
1362,191.176471,228.0172414,zone16
1363,191.176471,211.8103448,zone16
1364,191.176471,195.6034483,zone14
1365,191.176471,179.3965517,zone14
1366,191.176471,163.1896552,zone14
1367,191.176471,146.9827586,zone14
1368,191.176471,130.7758621,zone5
1369,191.176471,114.5689655,zone5
1370,191.176471,98.36206897,zone5
1371,191.176471,82.15517241,zone5
1372,191.176471,65.94827586,zone5
1373,191.176471,49.74137931,zone5
1374,191.176471,33.53448276,zone5
1375,191.176471,17.32758621,zone5
1376,191.176471,1.120689655,zone5
1377,191.176471,-15.0862069,zone5
1378,191.176471,-31.29310345,zone5
1379,191.176471,-47.5,zone5
1380,200.9803926,422.5,zone19
1381,200.9803926,406.2931034,zone19
1382,200.9803926,390.0862069,zone19
1383,200.9803926,373.8793103,zone19
1384,200.9803926,357.6724138,zone19
1385,200.9803926,341.4655172,zone19
1386,200.9803926,325.2586207,zone19
1387,200.9803926,309.0517241,zone19
1388,200.9803926,292.8448276,zone19
1389,200.9803926,276.637931,zone19
1390,200.9803926,260.4310345,zone19
1391,200.9803926,244.2241379,zone16
1392,200.9803926,228.0172414,zone16
1393,200.9803926,211.8103448,zone16
1394,200.9803926,195.6034483,zone16
1395,200.9803926,179.3965517,zone14
1396,200.9803926,163.1896552,zone14
1397,200.9803926,146.9827586,zone14
1398,200.9803926,130.7758621,zone14
1399,200.9803926,114.5689655,zone5
1400,200.9803926,98.36206897,zone5
1401,200.9803926,82.15517241,zone5
1402,200.9803926,65.94827586,zone5
1403,200.9803926,49.74137931,zone5
1404,200.9803926,33.53448276,zone5
1405,200.9803926,17.32758621,zone5
1406,200.9803926,1.120689655,zone5
1407,200.9803926,-15.0862069,zone5
1408,200.9803926,-31.29310345,zone5
1409,200.9803926,-47.5,zone5
1410,210.7843141,422.5,zone19
1411,210.7843141,406.2931034,zone19
1412,210.7843141,390.0862069,zone19
1413,210.7843141,373.8793103,zone19
1414,210.7843141,357.6724138,zone19
1415,210.7843141,341.4655172,zone19
1416,210.7843141,325.2586207,zone19
1417,210.7843141,309.0517241,zone19
1418,210.7843141,292.8448276,zone19
1419,210.7843141,276.637931,zone19
1420,210.7843141,260.4310345,zone19
1421,210.7843141,244.2241379,zone19
1422,210.7843141,228.0172414,zone16
1423,210.7843141,211.8103448,zone16
1424,210.7843141,195.6034483,zone16
1425,210.7843141,179.3965517,zone14
1426,210.7843141,163.1896552,zone14
1427,210.7843141,146.9827586,zone14
1428,210.7843141,130.7758621,zone14
1429,210.7843141,114.5689655,zone14
1430,210.7843141,98.36206897,zone5
1431,210.7843141,82.15517241,zone5
1432,210.7843141,65.94827586,zone5
1433,210.7843141,49.74137931,zone5
1434,210.7843141,33.53448276,zone5
1435,210.7843141,17.32758621,zone5
1436,210.7843141,1.120689655,zone5
1437,210.7843141,-15.0862069,zone5
1438,210.7843141,-31.29310345,zone5
1439,210.7843141,-47.5,zone5
1440,220.5882357,422.5,zone19
1441,220.5882357,406.2931034,zone19
1442,220.5882357,390.0862069,zone19
1443,220.5882357,373.8793103,zone19
1444,220.5882357,357.6724138,zone19
1445,220.5882357,341.4655172,zone19
1446,220.5882357,325.2586207,zone19
1447,220.5882357,309.0517241,zone19
1448,220.5882357,292.8448276,zone19
1449,220.5882357,276.637931,zone19
1450,220.5882357,260.4310345,zone19
1451,220.5882357,244.2241379,zone19
1452,220.5882357,228.0172414,zone16
1453,220.5882357,211.8103448,zone16
1454,220.5882357,195.6034483,zone16
1455,220.5882357,179.3965517,zone16
1456,220.5882357,163.1896552,zone14
1457,220.5882357,146.9827586,zone14
1458,220.5882357,130.7758621,zone14
1459,220.5882357,114.5689655,zone14
1460,220.5882357,98.36206897,zone14
1461,220.5882357,82.15517241,zone11
1462,220.5882357,65.94827586,zone11
1463,220.5882357,49.74137931,zone11
1464,220.5882357,33.53448276,zone11
1465,220.5882357,17.32758621,zone11
1466,220.5882357,1.120689655,zone11
1467,220.5882357,-15.0862069,zone11
1468,220.5882357,-31.29310345,zone11
1469,220.5882357,-47.5,zone11
1470,230.3921573,422.5,zone19
1471,230.3921573,406.2931034,zone19
1472,230.3921573,390.0862069,zone19
1473,230.3921573,373.8793103,zone19
1474,230.3921573,357.6724138,zone19
1475,230.3921573,341.4655172,zone19
1476,230.3921573,325.2586207,zone19
1477,230.3921573,309.0517241,zone19
1478,230.3921573,292.8448276,zone19
1479,230.3921573,276.637931,zone19
1480,230.3921573,260.4310345,zone19
1481,230.3921573,244.2241379,zone19
1482,230.3921573,228.0172414,zone19
1483,230.3921573,211.8103448,zone16
1484,230.3921573,195.6034483,zone16
1485,230.3921573,179.3965517,zone16
1486,230.3921573,163.1896552,zone16
1487,230.3921573,146.9827586,zone14
1488,230.3921573,130.7758621,zone14
1489,230.3921573,114.5689655,zone14
1490,230.3921573,98.36206897,zone14
